"scientificNameAuthorship","reps"
"(Duméril, 1853)",304
"Gmel",304
"(Heckel, 1840)",304
"Lamarck, 1816",304
"Page, V. M. 1967",304
"Stejneger, 1899",303
"Cushman & Jarvis",302
"(Hallowell, 1861)",302
"Jespersen & Taning, 1919",302
"(Martin)",302
"(P. L. Sclater, 1860)",302
"Ridgway, 1876",302
"Tasch",302
"(Cabanis & Heine, 1859)",301
"C.B. Adams",301
"Cope, 1881",301
"Jones",301
"(Wilson, 1810)",301
"Brod.",300
"Conrad, 1833",300
"Cope, 1889",300
"(Guerin-Meneville, 1837)",300
"(Lesson, 1832)",300
"(Mayr, 1868)",300
"Simp",300
"(Cockerell)",299
"(Gazin)",299
"(Giraud, 1841)",299
"Poey, 1860",299
"Draparnaud, 1801",297
"(Say in James, 1823)",297
"Cushman & Ponton",296
"Gordon & Yochelson",296
"Howe",296
"LeConte 1855",296
"Chamberlin, 1918",295
"(Hermann, 1804)",295
"Hwass, 1792",295
"Lmk.",295
"(Natland, 1938)",295
"Nuttall",295
"Walcott, 1884",295
"Conrad 1837",294
"Cushman & Waters",294
"Darlington 1939",294
"Edwards",294
"(Eyton, 1838)",294
"Karklins",294
"(Linnaeus, 1764)",294
"Orbigny 1826",294
"(Reeve, 1844)",294
"(Schneider, 1792)",294
"Coues, 1874",293
"(Cragin)",293
"(Hall, 1852)",293
"Hentz, 1850",293
"(Hewitson, 1867)",293
"McCook, 1879",293
"Ancey",292
"Audubon, 1834",292
"Köhler, Dehling & Köhler, 2010",292
"Orchymont 1948",292
"Wanner",292
"Bangs, 1901",291
"Bangs, 1902",291
"Binn.",291
"Blome",291
"Dana",291
"(Reeve, 1853)",291
"Van Rossem, 1934",291
"v. Mts.",291
"Bolton, 1995",290
"(Delaroche, 1809)",290
"Lamarck, 1819",290
"Leske",290
"(Cope, 1865)",289
"Gmelin, 1788",289
"Hanley",289
"Ménétries, 1832",289
"Schneider, 1799",289
"Beck",288
"Brandt",288
"Des",288
"Lamarck, 1811",288
"(Lesueur)",288
"Boddaert, 1783",287
"Maul,1948",287
"Weber, 1801",287
"Wolfe",287
"(Daudin, 1803)",286
"Férussac, 1821",286
"Gray, 1834",286
"LeConte 1853",286
"(Simon, 1891)",286
"(Tyler, 1962)",286
"Bast.",285
"Bruguiere, 1792",285
"Günther, 1867",285
"Haas",285
"(Holbrook, 1838)",285
"Gould, 1848",284
"Lawrence 1971",284
"Longino, 2013",284
"Sm.",284
"Wickham",284
"(Wing, 1968)",284
"Alexander",283
"(Donovan, 1805)",283
"Hitchcock, 1858",283
"Meyer",283
"(Sabine, 1824)",283
"Scopoli, 1777",283
"(Carpenter, 1865)",282
"(Cramer, 1775)",282
"Hitchcock",282
"Easton",281
"(Girard, 1854)",281
"Richardson 1844",281
"(Terquem)",281
"Ulrich & Resser",281
"André, 1889",280
"Emery, 1921",280
"(Leach, 1814)",280
"Leidy, 1869",280
"(Moreau, 1888)",280
"(Parr, 1933)",280
"Peters, 1863",280
"(Rossmassler, 1835)",280
"Bruguiere, 1789",279
"Linnaeus, 1771",279
"(Oberholser, 1911)",279
"(Salter)",279
"Smith, 1879",279
"Cushman & Parker",278
"(P. L. Sclater, 1857)",278
"Rafinesque, 1822",278
"(Stoll, 1790)",278
"(Weaver & Palmer), 1922",277
"(Brocchi, 1814)",276
"Nessov",276
"Leach, 1814",275
"Macleay, 1934",275
"(Reeve, 1847)",275
"(Sternfeld, 1920)",275
"Wood, 1828",275
"Cheetham",274
"Tappan",274
"(Gould, 1851)",273
"(Gravenhorst, 1829)",273
"Hass",273
"Osten Sacken 1877",273
"(Twitchell)",273
"(Brown, 1827)",272
"C. B. Adams in Philippi, 1846",272
"Fabricius",272
"Hinds, 1844",272
"Holden",271
"Mertens, 1928",271
"(Stehli)",271
"Norwood & Pratten, 1854",270
"Pse.",270
"Rofen, 1963",270
"Tegland, 1933",270
"(Beede)",269
"(Clark)",269
"Lesson",269
"Ostrom, 1970",269
"Pfeiffer, 1839",269
"Savage et al.",269
"(Shaler, 1865)",269
"Viereck",269
"(Walckenaer, 1837)",269
"(Boulenger, 1906)",268
"(Dwight, 1890)",268
"Hayes & Ulrich",268
"Hutton",268
"(McCook, 1879)",268
"Anth.",267
"(Beauvois)",267
"Cope, 1878",267
"Hentz",267
"(Hentz, 1845)",267
"Hyatt, 1877",267
"(Simon, 1893)",267
"Haldeman, 1841",266
"Link, 1807",266
"(Mantell)",266
"C.B. Ads.",265
"Gray, 1847",265
"Kleinpell 1938",265
"(Perry, 1811)",265
"(Valenciennes, 1847)",265
"Axelrod",264
"(Cope, 1869)",264
"Krøyer, 1838",264
"(Mayr, 1862)",264
"Phleger & Parker",264
"Cope, 1873",263
"Cragin",263
"(Leske)",263
"(Montagu)",263
"(Bartsch, 1931)",262
"(Casey 1886)",262
"C. & R. Felder, [1867]",262
"(Röding, 1798)",262
"Stehli",262
"(Westwood, [1851])",262
"Broderip",261
"Mann, 1921",261
"(Say, 1824)",261
"(Bruguiere, 1792)",260
"Cresson, 1863",260
"Dall & Bartsch, 1909",260
"Lesquereux, 1878",260
"Yen",260
"(Baird & Girard, 1852)",259
"(Mayr, 1870)",259
"Ulrich & Scofield",259
"(W. H. Edwards, 1863)",259
"Wickenden",259
"Cushman & Stainforth",258
"Mamay",258
"(Billings, 1862)",257
"Boulenger, 1900",257
"Brewster, 1883",257
"(Conrad), 1855",257
"Forel",257
"(Miller & Gurley)",257
"Saunders, 1842",257
"Weaver",257
"(Broderip, 1833)",256
"Churkin & Carter",256
"Emry & Korth",256
"(Geoffroy, 1881)",256
"Kaufman",256
"(Lafresnaye, 1848)",256
"Van Den Bold",256
"Forel, 1899",255
"Forel, 1909",255
"Gill, 1863",255
"Hewitson, 1865",255
"(Lucas, 1857)",255
"(Pallas)",255
"Cheetham et al.",254
"(Douglas, 1829)",254
"Hickey",254
"Horn 1870",254
"(Marsh, 1871)",254
"Montagu, 1808",254
"Pessagno et al.",254
"(Vigors, 1831)",254
"Boisduval, 1852",253
"D'Orb.",253
"Endo & Resser",253
"(Oberholser, 1903)",253
"Owen, 1845",253
"Regan, 1908",253
"Sando",253
"(Shields, 1975)",253
"(Tyler, 1963)",253
"Valenciennes, 1833",253
"Clapp, 1924",252
"Cotteau",252
"(Cotteau)",252
"(Ridgway, 1872)",252
"Chapman, 1890",251
"(Gray, 1838)",251
"(Sparrman, 1788)",251
"Spengler",251
"(Berry)",250
"Gibbs",249
"Heude",249
"(Lamarck, 1811)",249
"Lyon",249
"(Merrem, 1820)",249
"(Peale, 1848)",249
"Cope, 1884",248
"(Fabricius, 1780)",248
"(Lea, 1838)",248
"Creighton, 1935",247
"Guenther, 1873",247
"Lamarck, 1810",247
"(Brady, 1879)",246
"Leach",246
"Mayr, 1866",246
"P. L. Sclater, 1859",246
"(Temminck, 1815)",246
"(W. H. Edwards, 1862)",246
"Emery, 1892",245
"LeConte 1850",245
"LeConte 1866",245
"(L. Koch)",245
"Phill.",245
"(Boissonneau, 1840)",244
"(Cope, 1880)",244
"(Cramer, [1780])",244
"Horn 1887",244
"J. Sowerby, 1816",244
"(Mayr, 1886)",244
"Schmidt, 1857",244
"(Simpson)",244
"Snelling, R.R. & Buren, 1985",244
"Casey",243
"Cope, 1875",243
"(Gabb, 1860)",243
"(Gyllenhal)",243
"(Latreille, [1824])",243
"Schlotheim, 1816",243
"Vaillant, 1888",243
"Bruguière, 1792",242
"(Carsey)",242
"Dejean, 1821",242
"(Fought)",242
"Hanley, 1848",242
"(Mitchill, 1817)",242
"(Roemer, 1860)",242
"Slipinski",242
"(Sowerby, 1835)",242
"(Troost)",242
"Wilckens, 1910",242
"Dondale, 1959",241
"(Guichenot, 1855)",241
"(Bangs, 1897)",240
"Fontaine in Ward",240
"Sellards 1909",240
"W. H. Edwards, 1863",240
"Goode & Bean, 1886:165",239
"(Lesson, 1847)",239
"(Maton, 1797)",239
"(Newport)",239
"(O. P.-Cambridge)",239
"(Peckham & Peckham, 1883)",239
"Valentine",239
"Addicott",238
"(Hall & Meek)",238
"Osborn, 1908",238
"(P. L. Sclater, 1859)",238
"(Linnaeus, 1763)",237
"C.B. Adams, 1852",236
"Conrad, 1842",236
"Chamberlin, 1919",235
"(Charpentier, 1852)",235
"Goppert",235
"Morse",235
"Orbigny 1846",235
"Page, V. M. 1973",235
"Ridgway, 1882",235
"(Atwater, 1820)",234
"Banks, 1895",234
"(Boisduval & Leconte, [1833])",234
"Poey, 1854",234
"Rathbun, 1926",234
"Ash",233
"(Battersby, 1950)",233
"(Bloch, 1793)",233
"Cushman & Applin",233
"Defr.",233
"(Haldeman, 1844)",233
"Iredale",233
"Jach & Diaz 2000",233
"Unknown",233
"Vaiilant, 1882",233
"(Woodward)",233
"Cushman & Ozawa",232
"Ridg.",232
"Anderson",231
"(Daudin, 1800)",231
"McCune, 1987",231
"(Philippi, 1836)",231
"(Saussure, 1860)",231
"Sow",231
"(Wright, 1866)",231
"A. Adams, 1850",230
"Banks 1920",230
"Broderip & G. B. Sowerby I, 1829",230
"(Férussac, 1821)",230
"Nyst.",230
"Orb",230
"S. F. Baird, 1854",230
"Vaillant in Filhol, 1884",230
"(Barbour, 1914)",229
"Blackwelder 1943",229
"Clapp",229
"Hallowell, 1856",229
"(Lacépède, 1789)",229
"Leach, 1815",229
"Marsh, 1889",229
"(Melin, 1941)",229
"Miller & Furnish",229
"Moore & Plummer",229
"Newberry, 1861",229
"Snelling, R.R., 2005",229
"(Vanuxem, 1842)",229
"Brewster, 1885",228
"Cole, 1936",228
"(Johnson, 1863)",228
"Kanazawa, 1961",228
"(Kerr, 1792)",228
"LeConte 1858",228
"LeConte 1859",228
"(Menke, 1830)",228
"(Reeve, 1846)",228
"Robison",228
"Ausich",227
"(Branson & Mehl)",227
"(Castelnau, 1855)",227
"Emerton, 1909",227
"(Fitch, 1855)",227
"(Gould, 1843)",227
"Hanna 1927",227
"Leroy",227
"(Ogilby, 1898)",227
"Osborn",227
"Storer, 1842",227
"(Tilden & Downey, 1955)",227
"Walcott, 1912",227
"Wheeler, W.M. & Mann, 1914",227
"Bartsch, 1917",226
"Chamberlin, 1924",226
"(Dall), 1909",226
"Dickerson, 1917",226
"(Hinds)",226
"Dejean",225
"Evitt & Tripp",225
"Mich.",225
"(Robertson, 1902)",225
"Swainson, 1839",225
"Verhoeff",225
"Beauvois, 1796",224
"Cobban & Kennedy",224
"(d'Orbigny, 1842)",224
"Lucas",224
"Say, 1837",224
"(Shaw, 1798)",224
"Speden",224
"Baird & Girard",223
"Conkin",223
"(da Costa, 1778)",223
"Harlton",223
"(Pfeiffer, 1846)",223
"Ridgway, 1874",223
"Blatchley, 1901",222
"Garman, 1899:247",222
"(Lawrence, 1867)",222
"(Lea, 1834)",222
"Lochman in Cooper Et Al",222
"(Bloch & Schneider, 1801)",221
"Buren",221
"(Conrad) 1841",221
"(Cope, 1866)",221
"(Eschscholtz, 1833)",221
"(Gambel, 1845)",221
"Wilson",221
"Cloud",220
"(Conrad, 1865)",220
"(Hodgson, 1845)",220
"Putnam",220
"Simon, 1891",220
"Swain & Peterson",220
"Adams",219
"(C.L. Koch)",219
"(Cox)",219
"(Lea)",219
"Leach, 1816",219
"(Melsheimer)",219
"Palmer in Harris and Palmer, 1947",219
"Schwager",219
"Ulrich and Cooper",219
"Voorhies",219
"(Walckenaer, 1841)",219
"(Xántus de Vesey, 1858)",219
"Adegoke",218
"Bartsch, 1923",218
"(Meyrick & Lower, 1902)",218
"(Phillips, 1836)",218
"Totten",218
"Vaughan & Cole",218
"(Worthen)",218
"(André, 1893)",217
"Cochran, 1923",217
"(Cornalia, 1849)",217
"(Dall, 1889)",217
"(Leidy, 1851)",217
"(Lyon)",217
"(Temminck, 1824)",217
"Ameghino, 1887",216
"Carpenter 1864",216
"Hall & Clarke, 1892",216
"(Valenciennes, 1840)",216
"(Paykull 1798)",215
"Peters, 1875",215
"A. Adams",214
"(Agassiz, 1857)",214
"(C. & R. Felder, [1865])",214
"Cushman & Ellisor",214
"(Hewitson, 1874)",214
"(Jones)",214
"(Phillips)",214
"(Ridgway, 1898)",214
"Selenka, 1867",214
"(Cooper)",213
"(C. & R. Felder, 1865)",213
"(Duméril & Bibron, 1836)",213
"Dunbar & Henbest",213
"Forbes",213
"Hartt",213
"Johnson, 1865",213
"LeConte 1856",213
"Linne.",213
"(Stimpson)",213
"Ulrich in Ulrich & Scofield",213
"(Bethune-Baker, 1906)",212
"Dunn, 1920",212
"(Hartt)",212
"Kennedy et al.",212
"(Le Conte, 1853)",212
"(Payraudeau, 1826)",212
"Shepard",212
"Swartz",212
"Wetmore",212
"(Cope, 1875)",211
"Emerton, 1885",211
"(Gibbes, 1850)",211
"(Gould, 1853)",211
"(LeConte, 1861)",211
"(Müller)",211
"Owen and Shumard",211
"Simon",211
"Stimpson, 1871",211
"(Vanuxem)",211
"(Vigors)",211
"(Wagler, 1824)",211
"(Blyth, 1843)",210
"(Cabanis, 1861)",210
"(Coues, 1872)",210
"Jackson",210
"Jacoby 1884",210
"Sowerby, 1825",210
"(Totten, 1835)",210
"(Wetmore)",210
"(Andersson, 1945)",209
"Armstrong",209
"Bgt.",209
"(Cabanis & Heine, 1863)",209
"Cox",209
"(Dall, 1881)",209
"Gadow, 1893",209
"(Harris, 1895)",209
"(Heilprin)",209
"(Lea, 1840)",209
"Packard, 1874",209
"Schumacher, 1817",209
"(Stimpson, 1851)",209
"Ahl, 1939",208
"(Chapman, 1893)",208
"C. T. Menke, 1830",208
"(Schmidt, 1912)",208
"Steindachner, 1876",208
"Tåning, 1932",208
"(Anderson)",207
"Carpenter 1931",207
"(Conrad, 1848)",207
"Crotch 1873",207
"Fruhstorfer, 1908",207
"Gervais, 1853",207
"Gray, 1845",207
"Heckel, 1840",207
"(Miller, 1875)",207
"Palmer, 1937",207
"Schmidt",207
"(Wood, 1815)",207
"Blake",206
"Dkr.",206
"(Ellis)",206
"Hedley, 1895",206
"(Meek & Worthen, 1868)",206
"Newell & Boyd",206
"Pessagno & Blome",206
"Ridgway, 1896",206
"(Swainson, 1838)",206
"Verrill & Bush, 1898",206
"(von Eichwald)",206
"Brewster, 1888",205
"(Carpenter, 1857)",205
"CORYELL, ROZANSKI",205
"(Coues, 1877)",205
"(Hentz, 1844)",205
"Loveridge, 1948",205
"(Wachsmuth & Springer)",205
"Wilson, 1813",205
"(Bonaparte, 1828)",204
"Cushman & Alexander 1930",204
"Forsskål, 1775",204
"(Garman, 1899)",204
"Wilckens, 1911",204
"Bruguière, 1789",203
"(Cope, 1871)",203
"Hallowell, 1857",203
"(Pallas, 1771)",203
"Powell",203
"Verrill, 1884",203
"(Wheeler, W.M., 1907)",203
"(Withers), 1924",203
"(Boulenger, 1895)",202
"(Bourcier, 1839)",202
"Cassin, 1855",202
"(Deshayes, 1839)",202
"Hübner, 1818",202
"(Pallas, 1776)",202
"(de Prunner, 1798)",201
"Ehrenberg",201
"Foster",201
"Gill, 1861",201
"Hambach",201
"Kirk",201
"Lacépède, 1802",201
"(Moore, 1961)",201
"Palmer in Palmer & Halley",201
"Val.",201
"Waterhouse, 1937",201
"Bronn",200
"Deane 1937",200
"Loew 1866",200
"Pfeiffer, 1852",200
"Sw.",200
"(Westwood, 1851)",200
"Duclos",199
"Hahn & Hahn",199
"H. Milne Edwards, 1834",199
"Kobayashi",199
"(Sowerby, 1825)",199
"Aud.",198
"Banks 1937",198
"BREHM, R.",198
"Conrad in Wailes, 1854",198
"(Cope, 1886)",198
"Lapworth",198
"Pfeiffer, 1846",198
"Rossbach & Carter",198
"Campbell & Clark 1944",197
"Cobban & Scott",197
"Fruhstorfer, 1910",197
"(Hermann, 1783)",197
"(Hinds, 1843)",197
"Lucas, 1852",197
"(Trager, 1988)",197
"Ayers, 1849",196
"Barrows",196
"(Carsey) 1926",196
"Cope, 1866",196
"D'Orb",196
"(Forster, 1781)",196
"Girard, 1854",196
"(Gravenhorst, 1807)",196
"Grose-Smith, 1894",196
"(Moore, 1865)",196
"Newcomb, 1853",196
"(Parker & Jones, 1865)",196
"Pils. and Ferr.",196
"(Walckenaer, 1805)",196
"(Werner, 1898)",196
"(A. Wilson, 1814)",195
"(Couthouy)",195
"(Edwards, 1870)",195
"(Forel, 1886)",195
"Lawrence 1967",195
"Means and Karlin, 1989",195
"(Parker)",195
"Roelofs",195
"(Stephens, 1817)",195
"(Wilckens, 1910)",195
"Conkin & Conkin",194
"Gutschick & Treckman",194
"Hazel",194
"(Kaup, 1852)",194
"Kennedy & Dennis, 1937",194
"(Kerr)",194
"Kindle",194
"Levi, 1991",194
"Loew 1863",194
"(Temminck, 1823)",194
"(Wied-Neuwied, 1820)",194
"(Bloch, 1787)",193
"(Buchanan, 1800)",193
"Buckman",193
"(Conrad, 1856)",193
"(Férussac, 1825)",193
"Horn 1885",193
"Jacoby 1885",193
"Miller & Gurley",193
"Richards",193
"Swainson, 1828",193
"(Cabanis, 1850)",192
"Carpenter, 1857",192
"(Cope, 1881)",192
"D'orb",192
"Fitch",192
"Gertsch",192
"LeConte, 1848",192
"(Pilsbry & Lowe, 1932)",192
"(Reakirt, 1866)",192
"(Schreber, 1777)",192
"Stainbrook",192
"Chamberlin, 1916",191
"(Conrad), 1848",191
"Cumings, 1908",191
"(G. B. Sowerby II, 1849)",191
"Girard, 1858",191
"Harlan, 1825",191
"Hinde",191
"LeConte 1848",191
"Lindley",191
"Myers",191
"(Quoy & Gaimard, 1824)",191
"Schrank, 1798",191
"(Stephenson)",191
"(Tyron, 1863)",191
"Wright",191
"Batten",190
"Beede",190
"(Herrich-Schaffer, 1869)",190
"Jordan and Evermann, 1896",190
"Rathke \in\ Eschscholtz, 1833",190
"sen. Ill.Rep.",190
"(Willard)",190
"Adkins",189
"(Bloch, 1791)",189
"Boardman",189
"De Loriol",189
"(Duméril, 1856)",189
"Fall",189
"Griscom, 1932",189
"Lea, 1831",189
"Melsheimer",189
"Van Valen, 1978",189
"WHITE",189
"(Bassler)",188
"(Bloch, 1794)",188
"(Burmeister, 1839)",188
"Chamberlin, 1923",188
"(Conrad in Wailes, 1854)",188
"Darlington, 1962",188
"(Koch)",188
"REDMOND",188
"(Wood)",188
"(Bloch, 1786)",187
"(Boisduval, 1832)",187
"Boulenger, 1905",187
"Branstetter, 2013",187
"(Drury)",187
"(Emery)",187
"(Forel, 1922)",187
"Grant, 1932",187
"Levi, 1986",187
"(Lichtenstein, 1826)",187
"McChesney",187
"(Poey, 1860)",187
"ROBERTS",187
"Sykes",187
"Webster",187
"Bell, 1929",186
"(C. L. Koch, 1839)",186
"Dall, 1908",186
"Fritz",186
"H. Bryant, 1865",186
"Jacoby 1886",186
"Lindstrom",186
"(Mayr, 1887)",186
"Neuman",186
"Ridgway, 1886",186
"Schmidt, 1919",186
"Shergold & Webers",186
"(Smith, F., 1851)",186
"Baker",185
"(Bangs, 1895)",185
"Conrad, 1849",185
"(Fall_n)",185
"(Gervais)",185
"(Latreille, 1804)",185
"Perry",185
"(Scopoli, 1769)",185
"Tåning, 1918",185
"Cochran, 1934",184
"(FitzSimons, 1932)",184
"(Fowler, 1913)",184
"Guilding",184
"Jacoby 1894",184
"(Newport, 1845)",184
"(Petrunkevitch, 1929)",184
"Schwartz and Klinikowski, 1966",184
"Thewissen, 1990",184
"Bosc, 1802",183
"(Burton, 1836)",183
"Curtis, 1830",183
"(Cuvier, 1830)",183
"(d'Orbigny, 1853)",183
"Galloway & St. Jean, 1957",183
"(Horst, 1883)",183
"Jay",183
"Lewis",183
"Müller, 1776",183
"Mallory 1959/01/",183
"Schmidt, 1870",183
"Schwartz, 1981",183
"Tan",183
"(Tickell, 1833)",183
"Vieillot, 1809",183
"A. Milne Edwards",182
"A. Milne-Edwards, 1880",182
"Clark & Campbell 1942/07/25",182
"(Douville)",182
"Haime",182
"Jacoby 1888",182
"McEwan",182
"Reeve, 1849",182
"(Scudder, 1870)",182
"Terquem",182
"(Wagler, 1827)",182
"Wilson.",182
"Chamberlin, 1925",181
"(d'Orbigny & Lafresnaye, 1837)",181
"Millidge, 1975",181
"(Ord, 1824)",181
"Owen, 1842",181
"(Peters 1854)",181
"(Smith, 1885)",181
"Stumm",181
"(Berhenhout, 1769)",180
"(Carpenter)",180
"Cochran, 1932",180
"Douglass & Nestell",180
"(Goode and Bean, 1877)",180
"Harris, 1937",180
"J. Balfour-Browne 1954",180
"(Jeffreys, 1860)",180
"Lyman, 1878",180
"Müller, 1774",180
"Nelson, 1900",180
"Orbigny",180
"S. F. Baird, 1870",180
"(Swainson, 1821)",180
"Weinl.",180
"Winslow",180
"Brame and Wake, 1972",179
"Huber, 2000",179
"Jeffreys",179
"(Lowe, 1843)",179
"McKinney",179
"(Menke, 1828)",179
"Natland",179
"Roth",179
"Shaw",179
"(Druce, 1875)",178
"Engelhardt",178
"Gardiner, 1975",178
"Gray, 1825",178
"Hagen",178
"Marsh, 1871",178
"Needham",178
"Schwartz, 1978",178
"Shuttl.",178
"Stejneger, 1916",178
"(Thomas, 1894)",178
"(Valenciennes, 1837)",178
"(W. H. Edwards, 1873)",178
"(Wood, 1864)",178
"A. H. Howell & Van Rossem, 1928",177
"Bartsch, 1921",177
"(Beck, 1836)",177
"Breder, 1928",177
"(Cresson)",177
"Johnston",177
"LeConte 1857",177
"Matthew, 1915",177
"Maury",177
"Noble, 1923",177
"Packard",177
"(Bourcier, 1843)",176
"Dickerson, 1915",176
"Gundl.",176
"(Howe & King, 1902)",176
"Lambert",176
"Marcou",176
"(Miskin, 1889)",176
"(O.P.-Cambridge, 1875)",176
"(Philippi, 1846)",176
"Remond",176
"(Shaw, 1812)",176
"Stearns",176
"Werner 1944",176
"Wieland",176
"Bangs, 1900",175
"Boucot et al.",175
"(Boulenger, 1883)",175
"Broderip, 1833",175
"(Cresson, 1872)",175
"Heron-Allen & Earland",175
"Lawrence, 1865",175
"Meyer, 1875",175
"(Mighels, 1845)",175
"Oliver, 1948",175
"Roeding, 1798",175
"Schmidt, 1927",175
"Tunstall, 1771",175
"Uchio",175
"(Born, 17780",174
"(Conrad), 1837",174
"(Doubleday, [1847])",174
"Günther, 1878",174
"Gould, 1845",174
"(Hewitson, 1877)",174
"Kellett",174
"Kenaley & Hartel, 2005",174
"Lea, 1833",174
"L. Koch",174
"Power, 1927",174
"(Reakirt, [1867])",174
"Santschi, 1914",174
"Say.",174
"S. F. Baird, 1860",174
"Shreve, 1935",174
"Shutt",174
"(Valenciennes, 1833)",174
"A. E. Verrill and Bush, 1897",173
"C.L. Koch, 1838",173
"([Dennis & Schiffermüller], 1775)",173
"(Edwards)",173
"Erwin",173
"(Lafresnaye, 1843)",173
"Ridgway, 1902",173
"(Schrank)",173
"(Stroemmen, 1896)",173
"Vieillot, 1817",173
"Wagler, 1830",173
"Cpr.",172
"(Forster, 1801)",172
"(Grote, 1872)",172
"Hall, 1879",172
"(Holbrook, 1839)",172
"(Lafresnaye, 1847)",172
"MARTINEZ, A.",172
"Maynard & Clapp, 1921",172
"(Mayr, 1866)",172
"(Say, 1829)",172
"Wesmael, 1838",172
"(Wheeler, W.M., 1908)",172
"(Wied-Neuwied, 1821)",172
"Anth",171
"(Audubon, 1838)",171
"Baird, 1857",171
"Beecher",171
"(Boisduval, [1836])",171
"Gill, 1862",171
"Gould 1850",171
"(Sparrman)",171
"Stimpson, 1859",171
"(Vigors, 1829)",171
"(Zeller)",171
"Blochmann",170
"(Blochmann)",170
"Bunbury",170
"Cisne",170
"Clerck",170
"Daudin, 1802",170
"Eastman",170
"(Gray, 1825)",170
"(Hübner, [1809])",170
"Horn 1884",170
"LeConte 1854",170
"Lynch, 1976",170
"(Merriam)",170
"Northrop",170
"(Rafinesque, 1810)",170
"Schönherr 1826",170
"(Swainson, 1829)",170
"Temminck & Schlegel, 1848",170
"Conrad, 1843",169
"Dickerson",169
"(d'Orbigny, 1846)",169
"(Fabricius 1775)",169
"(Forskal)",169
"GALLOWAY, MORREY",169
"G. B. Sowerby II, 1854",169
"Gray, 1858",169
"Grinnell, 1909",169
"Imbrie",169
"(Milne-Edwards & Haime)",169
"Parks",169
"(Selenka, 1867)",169
"Swain & Brown",169
"Weber, 1948",169
"(A. Milne-Edwards, 1880)",168
"(Bechstein, 1812)",168
"Cushman & Bronnimann",168
"(Gould, 1859)",168
"(Gray, 1824)",168
"(J. F. Naumann, 1823)",168
"Montagu, 1813",168
"(O.P.-Cambridge)",168
"P. and C.",168
"(Pulteney, 1799)",168
"Resser & Endo",168
"Sharpe, 1881",168
"(Sowerby, 1833)",168
"Bandy",167
"Bell",167
"(Boeck)",167
"Brong.",167
"(Comstock & Henne, 1933)",167
"Conn.",167
"Corda",167
"(Cox, 1857)",167
"(Da Costa, 1778)",167
"Lalicker",167
"MacGinitie",167
"(McBride)",167
"Recluz",167
"Finks",166
"Girty, 1911",166
"(Grote & Robinson, 1867)",166
"(Guppy)",166
"Hinds 1844",166
"Jacoby 1889",166
"(Newberry & Worthen)",166
"Oliv.",166
"(Philippi, 1844)",166
"(Poey, 1832)",166
"R. W. Smith, 1940",166
"Valenciennes, 1837",166
"(É. Geoffroy, 1810)",165
"Baird, 1859",165
"Dana, 1852",165
"(Desmarest)",165
"Donisthorpe 1947",165
"Franke",165
"(Hall & Whitfield, 1872)",165
"(Horsfield, 1821)",165
"Loomis",165
"Miskin, 1876",165
"(Palmer)",165
"(Pennant, 1777)",165
"Sars",165
"Zullo",165
"Brehm, 1822",164
"(Forster)",164
"(Galloway & Wissler, 1927)",164
"Girty, 1912",164
"Holloway",164
"Moll, 1931",164
"Noble and Hassler, 1933",164
"(Peters, 1880)",164
"Williamson",164
"Bartsch, 1927",163
"(Blumenbach, 1803)",163
"Clarke & Swartz",163
"Clench, 1934",163
"(Cope, 1863)",163
"(Ferrusac, 1821)",163
"Gambel, 1843",163
"(Hall, 1856)",163
"Loew 1869",163
"Scudder 1900",163
"(Blackburn 1896)",162
"Briggs",162
"(Cramer, [1776])",162
"Endo",162
"G. B. Sowerby I, 1833",162
"(Guenee)",162
"(Hagen, 1870)",162
"(Latreille, 1801)",162
"(Maul, 1954)",162
"Nicholson",162
"(Niethammer)",162
"(Raffles, 1822)",162
"Reichenow, 1908",162
"(Stanton)",162
"Swainson, 1832",162
"(Taylor, 1932)",162
"(Valenciennes, 1842)",162
"(W. H. Edwards, 1865)",162
"Winchell & Schuchert",162
"Worthen, 1875",162
"Bangs, 1908",161
"Bloch, 1795",161
"(C. Felder, 1862)",161
"(Cope, 1864)",161
"(Dall, 1898)",161
"Good & Bean, 1896",161
"Lemoine & Douville",161
"Lightfoot, 1786",161
"(L. Koch, 1866)",161
"Loveridge, 1932",161
"Nc.",161
"Twitchell",161
"(Arnold), 1908",160
"(Boulenger, 1919)",160
"(Coues, 1873)",160
"(Delattre, 1843)",160
"Hollingsworth, 2005",160
"Linn",160
"(Phipps, 1774)",160
"Schufeldt",160
"(Blainville, 1832)",159
"Brown, 1956",159
"Clark 1946",159
"Dohrn",159
"Gray, 1827",159
"(Muenster)",159
"Ravenel",159
"Semper, [1879]",159
"Chickering, 1937",158
"(Copland, 1957)",158
"Ferussac, 1822",158
"(Hagen 1870)",158
"Leach 1815",158
"Metcalf, 1923",158
"Pallas, 1811",158
"Rafinesque, 1815",158
"Risso",158
"(Sowerby, 1832)",158
"Temminck, 1835",158
"Thomas, 1966",158
"(W. Cooper, 1825)",158
"Wolfe & Tanai",158
"(Arnold)",157
"Dillwyn",157
"Fischer",157
"Fries, 1837",157
"(G. B. Sowerby I, 1835)",157
"Harper & Boucot",157
"L.E. Couchman, 1953",157
"Oberholser, 1905",157
"Presl, 1838",157
"(Reinhardt and Lütken, 1863)",157
"Scudder 1894",157
"Vokes 1939",157
"(Waterhouse, 1932)",157
"Atwater",156
