"scientificNameAuthorship","reps"
"Alexander 1924",5
"(Alexander & Smith) 1932",5
"Allen.",5
"Allen, 1916",5
"Alphéraky, 1895",5
"(Alth) 1850",5
"(Amaral, 1931)",5
"Amarasinghe, Ineich, Campbell & Hallermann, 2015",5
"A. Milne Edwards & Bouvier",5
"A. Milne Edwards & Bouvier, 1894",5
"Anderson, 1970",5
"Anderson and Rand, 1945",5
"(Andreae) 1884",5
"Andrews, 1899",5
"Andrews & Gensel & Forbes, 1974",5
"(Ang.)",5
"Angas 1867",5
"(Angas, 1871)",5
"Ann",5
"Anthony, 1897",5
"Applin in Merriam",5
"Applin & Jordan 1945",5
"(Arango)",5
"Archer, 1953",5
"(Armstrong, 1940)",5
"Arnold 1926",5
"(Arnold & Hannibal), 1912",5
"As. & Angas",5
"Ashby, 1918",5
"Ashmead 1885",5
"Östergren, 1896",5
"Attems 1903",5
"Attems 1909",5
"(Audoin)",5
"Audouin",5
"(Audubon and Bachman, 1842)",5
"Aurouze & Boulanger",5
"Ausserer, 1871",5
"(Author)",5
"Ayers, 1855",5
"Ayress & et al.",5
"(Büttikofer, 1894)",5
"Baehr and Baehr, 1993",5
"(Bagg 1905)",5
"Bagg 1912",5
"Böhlke & Robins, 1960",5
"Bailey, 1937",5
"(Baird, 1837)",5
"Baird, 1843",5
"Baird, 1971:96",5
"(Baker & Spicer, 1935)",5
"Bales",5
"(Balzan, 1892)",5
"B and M",5
"B. and P.",5
"(Bandy) 1949",5
"Bang-Haas, 1910",5
"(Bangs, 1900)",5
"Banker, 1906",5
"(Banks,1898)",5
"Banks, 1899",5
"(Banks, 1908)",5
"(Banks 1912)",5
"Banks, 1921",5
"Banks, 1924",5
"Barbour & Cole, 1906",5
"Barbour & Noble, 1916",5
"Bardack, 1974",5
"Bar. + Dautz.",5
"(Barnes and McDunnough)",5
"Barnes & McDunnough 1918",5
"Barr, 1972",5
"(Barrande) 1865",5
"(Barrande, 1887)",5
"(Barrande, 1903)",5
"(Barrande in Perner)",5
"(Barrande) in Perner, 1903",5
"Barron",5
"Bartenstein & Brand 1951",5
"(Bartsch, 1907)",5
"Bartsch,1917",5
"(Bartsch & Rehder, 1939)",5
"Bassler, 1927",5
"Bates, 1867",5
"(Batsch) 1791",5
"Bayer, 1951",5
"B. + C.",5
"Bd. and Redf.",5
"(Bean, 1884)",5
"Becker, 1978",5
"'Beck' Pfeiffer, 1842",5
"(Bednall, 1896)",5
"Beede & Rogers, 1898",5
"Beets",5
"Beier",5
"Bell, 1835",5
"(Bell, 1888)",5
"Bellardi, 1847",5
"Benavides & Giribet, 2017",5
"Benesh",5
"(Benson, 1836)",5
"Benson, 1850",5
"Bequaert & Clench, 1941",5
"(Berezowski et Bianchi, 1891)",5
"Berg",5
"Berger, 1948",5
"(Bergsträsser, [1779])",5
"Berkeley",5
"Berl.",5
"Berlepsch, 1901",5
"(Berlepsch & Stolzmann, 1902)",5
"(Bernard, 1953)",5
"Bernardi 1977",5
"Berry, 1947",5
"Berry, 1954",5
"Berry, 1960",5
"Berry & Gregory",5
"Bertelsen, 1951",5
"Bethune-Baker, 1904",5
"Beutter",5
"Bibron & Bory de Saint-Vincent, 1833",5
"Bielschowsky, 1918",5
"Bielz",5
"Bigelow, 1916",5
"Bigelow & Schroeder, 1958",5
"Bilton & Perkins 2012",5
"(Binney, 1885)",5
"Birge, 1879",5
"(Bishop, 1937)",5
"Bittner",5
"Bks.",5
"(Blackburn, 2010)",5
"(Blackburn, Gonwouo, Ernst, and Rödel, 2009)",5
"Blackman, 1920",5
"Blackwall, 1865",5
"Blaineville, 1825",5
"Blainville, 1827",5
"(Blainville, 1830)",5
"Blaisdell & Reynolds 1917",5
"Blake 1938",5
"Blake 1948",5
"Blake 1973",5
"(Blake, 1985)",5
"Blake, 1996",5
"Blake & Guensburg",5
"Blanchard, 1896",5
"Blanchard 1915",5
"Blanchard, 1920",5
"(Blanford, 1863)",5
"(Bld. + Coop.)",5
"(Bleeker, 1848)",5
"Bleeker, 1865",5
"Blfd",5
"Blkr.",5
"Bloch, 1794",5
"Blodgett",5
"(Blow) 1956",5
"Bl. + W.",5
"(Blyth, 1846)",5
"Blyth, 1847",5
"(Blyth, 1860)",5
"(Bocage, 1869)",5
"(Bocourt, 1879)",5
"(Boeck, 1861)",5
"(Boettger)",5
"(Boettger, 1890)",5
"(Boettger, in Voeltzkow, 1913)",5
"Bogert, 1935",5
"(Bogoyavlenskaya)",5
"Boiss",5
"Bokermann, 1962",5
"(Bolkhovitina) Stover",5
"(Boll)",5
"Bolton 1987",5
"(Bolton & Belshaw, 1993)",5
"(Bonaparte, 1845)",5
"Bonelli 1810",5
"(Booker)",5
"Boone",5
"(Borelli 1909)",5
"Borg.",5
"Borgmeier 1955",5
"Borgmeier 1958",5
"Borkent 1995",5
"Born,1778",5
"Borner, 1904",5
"Borson",5
"Boschma, 1928",5
"(Bosquet) Howe & Laurencich",5
"Bouchet, 1985",5
"Boulenger 1897",5
"Bourdon, 1972",5
"Bousfield",5
"Bousquet, 1990",5
"Bowditch 1914",5
"(Bowerbank, 1858)",5
"Bown",5
"(Boyer & Reuter, 2012)",5
"Braby & Douglas, 2004",5
"Bradley, 1921",5
"Brady, 1883",5
"Brady, 1969",5
"(Brady et al.)",5
"Brame, 1968",5
"(Bramlette) 1951",5
"Branch, Bauer & Good, 1996",5
"Branisa & Vanek",5
"(Branson, 1922)",5
"Branson & Greger",5
"Branson & Greger, 1918",5
"Branson & Mehl, 1931",5
"(Braun) Schimper",5
"Brazier, 1869",5
"Brazier, 1876)",5
"Brescovit, 1996",5
"Brevoort, 1856",5
"Brill, 1940",5
"Brimley, 1924",5
"(Broderip, 1830)",5
"(Broderip), 1833",5
"Broderip 1834",5
"( Broderip, 1841)",5
"Broderip and Sowerby",5
"(Broderip in Broderip & Sowerby, 1832)",5
"(Brolemann, 1900)",5
"Bromley 1924",5
"(Brongniart) Schimper",5
"(Brongniart) Stur",5
"Bronn, 1832",5
"Bronnimann & Whittaker",5
"Brookes, 1828",5
"Brou, 2002",5
"Brown.",5
"Brown 1935",5
"Brown 1975",5
"Brown, 1975",5
"(Brown & Alcala, 1980)",5
"Browne et al.",5
"(Brown) Manchester",5
"Brown & Rexroad",5
"Brues, 1918",5
"(Brug.)",5
"Brundin, 1966",5
"Bruton & Whittington",5
"Bryant, 1867",5
"(Bryant, 1923)",5
"(Bryant, 1936)",5
"Bryant, 1947",5
"Bryk, 1914",5
"Bryk, 1946",5
"Bryk, 1953",5
"(Buch)",5
"Bucquoy, Dautzenberg and Dollfus, 1882",5
"(Bunbury) Feistmantel",5
"(Bunbury) Schimper",5
"Bundy in Forbes, 1876",5
"Burbach",5
"(Burch & Burch, 1960)",5
"Burch & Campbell, 1963",5
"(Burger, 1950)",5
"Burleigh & J. L. Peters, 1948",5
"Burr.",5
"Burrow",5
"(Bush, 1893)",5
"(Busk, 1884)",5
"(Butcher)",5
"(Butler, 1881)",5
"(Butler, 1885)",5
"Butler, 1888",5
"Butot, 1955",5
"Buturlin, 1911",5
"Buzas-Stephens & Kocurko",5
"Cadenat, 1937",5
"Cairns & Bayer, 2002",5
"Caley",5
"Calman, 1925",5
"Calvin, 1878",5
"Camp, 1923",5
"Campbell & Read",5
"Canu & Bassler, 1923",5
"Canu & Bassler, 1928",5
"Canu & Bassler in Wade",5
"Cappetta & Case, 1975",5
"Carls & Gandle",5
"Carp., 1857",5
"Carp., 1864",5
"Carpenter 1863",5
"Carpenter, 1866",5
"(Carpenter, 1930)",5
"(Carriker, 1910)",5
"Carter, 1872",5
"Cartwright",5
"(Caruana Gatto, 1892)",5
"Case, 1978",5
"(Casey, 1916)",5
"Cassino & Swett",5
"Cassino & Swett, 1922",5
"Cassino & Swett, 1923",5
"(Castle, 1900)",5
"Cate 1962",5
"Caudell",5
"C.B Ads",5
"C. B. Wilson, 1902",5
"C. E. H. Smith, 1839",5
"(C. Felder & R. Felder, 1861)",5
"Chamberlin 1912",5
"Chamberlin, 1938",5
"Chamberlin and Ive, 1942",5
"Champion 1889",5
"Champion 1892",5
"Chandler 1988",5
"(Chaney)",5
"(Chang in Lu Et Al)",5
"(Chapman, 1929)",5
"Chapman, 1935",5
"Chaster",5
"Chemnitz, 1869",5
"Chemnitz, J.H., 1777",5
"Chenu 1843",5
"Chickering 1961",5
"Chickering, 1963",5
"Chickering, 1965",5
"Christiansen",5
"Christiansen 1966",5
"(Chudeau)",5
"Churkin et al.",5
"Ciry & Rat",5
"Cl & Ag",5
"Cl and Ag",5
"(Claparéde, 1863)",5
"(Claparède, 1868)",5
"(Claparede, 1870)",5
"Clapp & Shimer",5
"Cl. & Archer",5
"Clark 1914",5
"(Clark, 1934)",5
"Clark, 1943",5
"Clark 1982",5
"Clarke, 1882",5
"(Clarke, 1901)",5
"Clausen",5
"Cleland, 1911",5
"Clench, 1926",5
"Clench, 1941",5
"(Clench, 1958)",5
"Clench, 1965",5
"Clench, 1981",5
"Clench and Turner",5
"Cles",5
"Clessin, 1890",5
"C. L. Koch, 1847",5
"Cl. + Sm",5
"(Cobbold)",5
"Cockerell, 1924",5
"(Cockerell) Manchester & Crane",5
"Cohen, 1968",5
"Cole, 1933",5
"Cole, 1938",5
"Collette, 1966",5
"(Con.)",5
"(Condon, 1896)",5
"(Conil & Lys)",5
"Connolly, 1923",5
"Conrad 1834",5
"(Conrad, 1844)",5
"(Conrad, 1850)",5
"Conrad, 1864",5
"Conrad 1867",5
"Cook, 1954",5
"Cooke & Pilsbry, 1916",5
"(Cook & F. Watson, 1909)",5
"Cooley & Kohls, 1941",5
"Cooper.",5
"Cooper, J.G.",5
"Cope, 1897",5
"Coquillett 1894",5
"Coryell & Billings",5
"CORYELL, H.",5
"Cosel & Olu, 1998",5
"(Costa, O. G., 1829)",5
"Cotteau 1881",5
"(Cottle, 1863)",5
"Couthoy",5
"Cox.",5
"(Cramer, [ 1779])",5
"Cramer, 1779",5
"Cramer, 1782",5
"Cramer, 1957",5
"Crawley 1922",5
"Crawley, 1924",5
"Crawley, 1925",5
"Creaser, 1933",5
"Creighton",5
"Cretzschmar, 1827",5
"(Cretzschmar, 1828)",5
"(Crosby & Bishop, 1931)",5
"Cross, 1937",5
"Crosse 1863",5
"Crosse & Fischer",5
"(Crosse & Fischer, 1864)",5
"Crosse & Fischer 1864",5
"Crosse & P. Fischer, 1861",5
"(Crother et al, 2012)",5
"C. & T.",5
"Curran 1923",5
"Curran 1925",5
"Cushman 1917",5
"(Cushman) 1921",5
"(Cushman 1923)",5
"(Cushman) 1937",5
"(Cushman & Applin 1926)",5
"(Cushman & Campbell) 1935",5
"(Cushman & Church) 1929",5
"(Cushman & Goudkoff 1944)",5
"(Cushman & Hobson) 1935",5
"Cushman & Jarvis 1934",5
"(Cushman & Laiming 1931)",5
"Cushman & Parker 1937",5
"(Cushman & Siegfus)",5
"(Cushman & Thomas)",5
"Cushman & Waters 1928",5
"Cushman & Wickenden 1928",5
"(Cuvier 1829)",5
"Daday",5
"Daday, 1889",5
"Döderlein, 1887",5
"(Döderlein, 1896)",5
"d'Ailly, 1896",5
"Dalbiez 1955",5
"Dale owen",5
"(Dall, 1891)",5
"Dall, 1894",5
"(Dall), 1903",5
"Dall 1918",5
"Dall 1921",5
"Dall, 1925",5
"(Dalla Torre, 1892)",5
"(Dall & Pilsbry)",5
"Dames, 1886",5
"D and C",5
"Dane",5
"Danielssen & Koren, 1881",5
"D'Archiac",5
"(Darlington, 1927)",5
"Darrah Et Al",5
"Darwin 1854",5
"(Daugherty)",5
"Daute.",5
"(Dautzenberg & Germain 1914)",5
"Dawood and Channing, 2002",5
"(Day, 1870)",5
"(Day, 1872)",5
"(Day, 1877)",5
"Day, 1977",5
"de Andrade 1999",5
"Deans 2003",5
"(Dearborn, 1907)",5
"de Basterot, 1892",5
"(de Blainville, 1817)",5
"de Blainville, 1830",5
"DeCrist.",5
"(De Filippi, 1863)",5
"deFolin",5
"DeFrance",5
"de France 1827",5
"(De Geer 1773)",5
"(de Grateloup, 1833)",5
"De Gregorio",5
"De Haan, 1841",5
"(de Koninck, 1825)",5
"(de Koninck, 1851)",5
"de Koninck, 1887",5
"De Koninck & Lehon",5
"Delaroche, 1809",5
"De Leon, 1964",5
"Delise 1967/05/05",5
"deLoriol",5
"Demarest",5
"De Monterosata, 1890",5
"DeMott",5
"de Nicéville, 1891",5
"(de Nicéville & Martin, [1896])",5
"Denkler & Harris",5
"de Paula Couto, 1952",5
"de Sagarra, 1925",5
"(deSaussure, 1857)",5
"Desh, 1832",5
"(Deshayes, 1853)",5
"Deshayes 1854",5
"Deshayes 1855",5
"(Deshayes, 1864)",5
"(Des Murs, 1845)",5
"(Destrayes, 1839)",5
"(De Verneuil & Haime)",5
"(De Vis, 1884)",5
"DeVries & Hess, 2004",5
"D&H",5
"(Dickerson), 1913",5
"(Dickson, 1971)",5
"Dickson, 1977",5
"Dietz",5
"Dilcher et al.",5
"Distant, 1882",5
"DKr.",5
"Doderl.",5
"Dohrn,",5
"(Dohrn, 1860)",5
"Dollman, 1914",5
"Domning et al.",5
"(Doncieux)",5
"Dondale & Redner 1969",5
"Donisthorpe, 1943",5
"Donovan, 1802",5
"Donovan Et Al",5
"(d'orb.)",5
"(d'Orb)",5
"d'Orbigny, 1834",5
"D'Orbigny, 1842",5
"d'Orbigny, 1845",5
"(Dorr, 1952)",5
"(Doubleday & Hewitson, 1847)",5
"(Draudt, 1924)",5
"Dreisbach 1963",5
"Druce, 1904",5
"(Drury, 1770)",5
"D. Smith, 1998",5
"(Dubois, 1900)",5
"Duc.",5
"Ducasse",5
"Duelos",5
"Duffels, 1977",5
"Dufour, 1820",5
"(Dugès, 1828)",5
"Duj",5
"Dujardin",5
"(Dujardin, 1837)",5
"(Duméril & Bibron, 1834)",5
"(Dumont, 1823)",5
"Dunbar & Condra 1927",5
"Dunbar & Henbest, 1942",5
"(Duncan, 1879)",5
"Dunker, 1846",5
"Dunker 1852",5
"(Dunker, 1872)",5
"(Dunker) Ward",5
"Dunn & Miller",5
"Dup",5
"Durham & Roberts, 1948",5
"Dzik",5
"E.A. Smith, 1874",5
"E.A. Smith, 1878",5
"(E. A. Smith, 1881)",5
"Eaton, 1832",5
"E. Bell, 1927",5
"Echelle, Echelle & Fitch, 1971",5
"Edgecombe, 2001",5
"(E. Doubleday, [1849])",5
"Edson",5
"Edwards, 1871",5
"Edwards, 1882",5
"(Edwards, 1883)",5
"Edwards 1961",5
"Edw. & Haime",5
"E. Geoffroy and G. Cuvier, 1795",5
"(Ehlers, 1897)",5
"Ehr",5
"(Ehrenberg, 1829)",5
"Ehrenberg 1838",5
"(Ehrenberg) 1854",5
"E.H. Vokes 1964",5
"Eigenmann, 1916",5
"Eigenmann & Eigenmann,1889",5
"Eigenmann & Henn, 1914",5
"Eigenmann in Eigenmann and Ward, 1905",5
"Eisen, 1873",5
"(Eisig, 1914)",5
"Ellingsen",5
"(Elliot, 1897)",5
"Ellis et al.",5
"Elwes & Edwards, 1897",5
"Ely",5
"Emerton, 1913",5
"(Emerton, 1923)",5
"(Emerton, 1925)",5
"Emerton, 1925",5
"Emery 1895",5
"(Emery, 1901)",5
"Emery, 1902",5
"Emery, 1903",5
"(Emery, 1906)",5
"(emmons) Kesling & Hussey",5
"E. P. Ramsay, 1883",5
"(Eschscholtz, 1878)",5
"(Esker)",5
"(Esper, 1798)",5
"(Etheridge fil. & Mitchell)",5
"(Etherington), 1931",5
"Ethington & Schumacher",5
"(Ettingshausen)",5
"(Ettingshausen) Bornemann",5
"(Evermann, 1892)",5
"(Evermann and Kendall, 1896)",5
"Eversmann, 1853",5
"Eyd+Soul.",5
"Fabr",5
"(Fabricius 1776)",5
"Fabricius, 1792",5
"Fag",5
"(Fagot)",5
"(Fahraeus)",5
"(Fahraeus, 1840)",5
"Fairchild, 1976",5
"Falconer, 1857",5
"(Fall, 1926)",5
"Faustino",5
"(Faxon, 1896)",5
"Faxon in Garman, 1889",5
"(Fay)",5
"(F. Cuvier, 1822)",5
"Feisthamel, 1850",5
"Fennah 1945",5
"Fernández-Yépez, 1968",5
"Ferus",5
"Ffld",5
"F. & H.",5
"Filhol, 1873",5
"(Filhol, 1874)",5
"(Filhol, 1880)",5
"(Filhol, 1885)",5
"(Finch, 1824)",5
"Finlay 1947",5
"Finley",5
"(Finsch, 1880)",5
"(Fischer, 1895)",5
"Fischer & Bernardi",5
"Fisher, 1883",5
"Fisher, 1946",5
"Fitch 1847",5
"(Fitzsimons, 1938)",5
"FitzSimons, 1947",5
"(Flower)",5
"(Foerster, 1923)",5
"Folsom 1916",5
"F. O. P.-Cambridge, 1900",5
"F. O. Pickard-Cambridge, 1904",5
"Forbes 1939",5
"Forbes and Hanley",5
"Forel, 1878",5
"Forel 1905",5
"Foreman in Swain",5
"(Forskal, 12775)",5
"Forskal 1775",5
"Forster, 1788",5
"Forster, 1955",5
"Forster, 1956",5
"(Forster, 1959)",5
"(Forster, 1960)",5
"Forster & Platnick 1984",5
"(Fowler, 1907)",5
"(Fowler, 1923)",5
"(Fox, 1891)",5
"Francoeur, 1986",5
"(Fraser, 1841)",5
"Fraser, 1843",5
"Fraser, 1844",5
"Frauer",5
"(Freyer, [1851])",5
"Frison, 1942",5
"Fritsch, 1899",5
"Frost 1920",5
"Fulmer",5
"Fulton 1938",5
"Furtos",5
"(Güldenstädt, 1780)",5
"(Günther, 1899)",5
"(Gadow, 1906)",5
"(Gaffney, 1972)",5
"Gal",5
"Gale 1928",5
"(Galiano, 1969)",5
"Galiano, 1985",5
"Galton & Sues, 1983",5
"(Gambel, 1847)",5
"Gambel, 1848",5
"(Ganev)",5
"Garman, 1863",5
"Garman 1881",5
"Garman 1899:120",5
"Garman, 1899:163",5
"Garman, 1899:319",5
"Garman, 1906",5
"Géry, 1965",5
"Gas",5
"Gask.",5
"Gatliff & Gabriel, 1914",5
"G. B. Sowerby I, 1827",5
"G. B. Sowerby II, 1847",5
"(G. B. Sowerby II, 1854)",5
"G. B. Sowerby II, 1873",5
"(G. B. Sowerby III, 1894)",5
"(G. B. Sowerby III, 1903)",5
"G. Cuvier, 1823",5
"(Geinitz) Grand'Eury",5
"(Gemmellaro, 1872)",5
"Georgescu & Abramovich",5
"Ger.",5
"Germar, 1824",5
"(Gertsch, 1934)",5
"Gertsch 1937",5
"(Gertsch, 1982)",5
"(Gertsch and Mulaik, 1936)",5
"Geyer, [1830]",5
"(Gheyselinck)",5
"Gibson-Smith",5
"Giesbrecht, 1892",5
"Giglioli in Giglioli and Issel, 1884",5
"Gilbert, 1893",5
"Gill & Smith, 1905",5
"Ginsburg",5
"Ginsburg, 1954",5
"Girard, 1884",5
"Giraud.",5
"Giribet & Shear",5
"Gk.",5
"G. M. Allen and Barbour, 1937",5
"G. M. Allen and Loveridge, 1933",5
"Gmelin 1788",5
"Godman, 1866",5
"(Godman & Salvin, 1880)",5
"(Godman & Salvin, [1884])",5
"Godman & Salvin, 1886",5
"Godwin-Austen",5
"(Goeze, 1777)",5
"Goin, 1950",5
"(Goldberg) Lesquereux",5
"Goll & Bjorklund",5
"Gombos",5
"Gompel, 2017",5
"(Gooch)",5
"Good and V.D. Schalie",5
"(Goode and Bean, 1880)",5
"(Goode & Bean, 1880)",5
"(Goode & Bean, 1882)",5
"Goode & Bean 1882",5
"Goode & Bean, 1882",5
"Gore in Manspeizer",5
"G. O. Sars, 1883",5
"(G.O. Sars, 1905)",5
"Gothan",5
"Gottsche, 1835",5
"Gould, 1836",5
"(Gould), 1846",5
"Gould 1855",5
"Gould, 1863",5
"Gould, 1875",5
"Grabau, 1922",5
"Gradstein",5
"(Graenicher)",5
"Grand",5
"(Grandidier, 1867)",5
"Grant, 1836",5
"Grateloup, 1840",5
"Grateloup, 1851",5
"(Gray in G. B. Sowerby II, 1832)",5
"Grd",5
"(Greenwood, 1960)",5
"Gressitt",5
"G. R. Gray, 1866",5
"Griffin, 1898",5
"Grinnell, 1928",5
"Griscom, 1924",5
"(Grose-Smith, 1902)",5
"Grose-Smith & Kirby, 1892",5
"(Grossman)",5
"(Grote, 1874)",5
"(Grote, 1879)",5
"(Grube, 1855)",5
"Gruvel",5
"Gryzbowski, 1899",5
"Gude.",5
"Gude, 1901",5
"(Guenée)",5
"(Guenée, 1865)",5
"Guettard, 1780",5
"Guichenot, 1850",5
"Guild.",5
"(Guilding, 1829)",5
"Guillemard, 1885",5
"Guitart",5
"(Guldenstadt, 1775)",5
"Gumbel 1868",5
"Gunnell, 1989",5
"Gurley, 1883",5
"(Gutentag, 1904)",5
"Gyldenstolpe, 1917",5
"(Hübner, 1813)",5
"(Haas, 1910)",5
"Habe, 1961",5
"(H. Adams in H. Adams & Angas, 1864)",5
"Hagen, 1861",5
"Hagen, 1862",5
"(Hagen, 1863)",5
"Hagen, 1874",5
"Hagen 1887",5
"Hahn",5
"(Hahn)",5
"(Hahn, 1833)",5
"(Hald)",5
"Haldeman 1840",5
"(Halkyard)",5
"Hall, 1877",5
"Hall, 1938",5
"(Hall & Clark)",5
"Hall & Clarke, 1890",5
"H. Allen, 1890",5
"(Hall & Whitfield, 1875)",5
"H. and A. Adams, 1857",5
"Hanken and Wake, 2001",5
"Hanley, 1854",5
"(Hanley, 1856)",5
"(Hanley \in\ Sowerby, 1860)",5
"(Hansen, 1890)",5
"(Hantken) 1875",5
"(Hardwicke, 1834)",5
"Harold, 1869",5
"(Harris, 1808)",5
"(Harris, 1838)",5
"(Harris, 1862)",5
"Harris 1869",5
"(Harris in Harris and Palmer, 1946)",5
"Harris in Van Winkle and Harris, 1919",5
"Hartert, 1923",5
"(Hartlaub, 1861)",5
"(Hartlaub and Finsch, 1868)",5
"Hartman, 1936",5
"(Hartman, 1965)",5
"Hartman & Fauchald, 1971",5
"Hartmann-Schröder, 1965",5
"Hartman-Schroeder, 1959",5
"Hartweg, 1941",5
"(Hassall)",5
"Haug.",5
"(Hay, 1903)",5
"Hay, 1910",5
"Hayward & Gordon",5
"Haz",5
"(H. Boie, 1827)",5
"(H. Druce, 1907)",5
"Heckel, 1848",5
"(Heckel, 1849)",5
"Hedley, 1898",5
"Hedley & Hull, 1909",5
"Hedlund & Norris",5
"Heer, 1847",5
"(Heer) Fontaine",5
"(Heer) Hickey",5
"Heilp.",5
"Heine, 1884",5
"(Heintz, 1929)",5
"(Heller and Snodgrass, 1903)",5
"Hellmayr, 1921",5
"Hellmayr, 1922",5
"Hemleben & Olsson",5
"Hemph.",5
"(Hemprich & Ehrenberg 1829)",5
"Hennig",5
"(Hentz, 1841)",5
"Herald, 1942",5
"Herbert 2005",5
"(Herbert e Eudes-Deslongchamps, 1860)",5
"Herbst, 1783",5
"Herbst, 1923",5
"Herdman, Thompson & Scott, 1898",5
"(Herman, 1804)",5
"(Herrich-Schaffer, [1851])",5
"(Herrich-Schäffer, [1853])",5
"(Herrick, 1887)",5
"(Hertlein, 1952)",5
"Hertlein & Grant 1972",5
"Hertlein, Hanna & Strong, 1940",5
"Hertlein & Strong 1951",5
"(Heuglin, 1855)",5
"( Hewiston, [1853])",5
"(Hewitson)",5
"Hewitson, 1870",5
"(Hewitson, 1875)",5
"(Hicks)",5
"Hidalgo, 1866",5
"Higgins",5
"(Higgins & Bouckaert)",5
"H. Ihering, 1902",5
"Hinkley, 1920",5
"H.L. Clark, 1908",5
"H.L. Clark, 1910",5
"H. L. Clark, 1915",5
"(H L Clark, 1916)",5
"(H.L. Clark, 1917)",5
"(H L Clark, 1941)",5
"H. Milne Edwards, 1833",5
"H. Milne-Edwards, 1837",5
"H. Milne Edwards and Lucas, 1844",5
"H. Milne Edwards & Lucas",5
"Hobbs",5
"(Hobbs)",5
"Hobbs, 1948",5
"(Hodgson, 1839)",5
"Hoeg",5
"(Hoff)",5
"(Hoff, 1945)",5
"Hoffman, 1958",5
"Hofmann & Snyder",5
"Holbrook, 1863",5
"(Holland)",5
"Holland et al.",5
"Holman",5
"(Holmberg)",5
"Holmgren",5
"Holthuis, 1949c",5
"Holthuis, 1963",5
"Holthuis, 1974",5
"Honrath, [1885]",5
"(Honrath, 1888)",5
"(Hope, 1841)",5
"Horn, 1876",5
"(Horn, 1885)",5
"(Horn, 1887)",5
"Horner & Makela, 1979",5
"(Hornes, 1852)",5
"(Horsfield, 1823)",5
"Horsfield, 1823",5
"Hose et al.",5
"Hotton",5
"Houde, 1988",5
"Howe, 1901",5
"(Howe & Chambers)",5
"Howell y Rivero, 1932",5
"H + P",5
"(Huang)",5
"Hubbs, 1935",5
"Hubbs and Bailey, 1940",5
"(Hubbs & Wisner, 1963)",5
"Hubert Lyman Clark, 1908",5
"(Hubrecht, 1879)",5
"Huff",5
"Hull 1937",5
"Hull, 1941",5
"Hu & Lochman",5
"Hume, 1871",5
"Hunt, 1985",5
"(Hupé, 1853)",5
"Hutton, 1873",5
"(Hutton, 1874)",5
"(Hutton, 1878)",5
"Hwass.",5
"Hyatt & Smith in Smith",5
"Inayatullah",5
"Ired.",5
"(Iredale, 1915)",5
"Iredale 1930",5
"(Iredale 1941)",5
"Iredale & May 1916",5
"Ishijima",5
"Ishiwada",5
"Ivie, 1965",5
"J. A. Allen, 1874",5
"Jacot",5
"(Jan and Sordelli, 1872)",5
"(Jardine, 1845)",5
"(Jardine & Selby, 1838)",5
"(J. B. Lamarck, 1819)",5
"(J.C. Chamberlin)",5
"JC Chamberlin, 1923",5
"J. C. Chamberlin, 1949",5
"(J. E. Gray & G. R. Gray, 1847)",5
"Jeny",5
"Jillson",5
"(J. L. Peters, 1925)",5
"(J. L. Peters, 1945)",5
"(Johan Christian Fabricius, 1781)",5
"Johnson 1894",5
"Johnson 1902",5
"Johnson 1924",5
"Johnson, 1975",5
"Johnson in Johnson & Klapper",5
"(Johnston, 1837)",5
"(Johnston, 1842)",5
"Joicey & Talbot, 1926",5
"Jones, 1858",5
"Jones 1886",5
"Jones, 1891",5
"(Jones & Parker) 1860",5
"(Jones & Sherborn)",5
"Jones & Sherborn",5
"Jordan and Gilbert, 1884",5
"(Jordan and Starks, 1895)",5
"(Jordan & Bollman, 1890)",5
"(Jordan & Branner)",5
"Jordan & Bristol, 1898",5
"(Jordan & Gilbert)",5
"(Jordan & Gilbert, 1880)",5
"Jordan & Gilbert, 1883",5
"Jordan & Goss, 1889",5
"(Jordan & Snyder, 1900)",5
"Jordan & Snyder, 1901",5
"Joshua, 1914",5
"(Jourdain, 1910)",5
"(Jousseaume)",5
"Jredale, 1915",5
"J. R. Forster, 1785",5
"(Juberthie, 2000)",5
"(J. Verreaux, 1870)",5
"(Kühn, 1774)",5
"(Kaempfer)",5
"Kaleniczenko, 1839",5
"Kanaya 1957",5
"Kanaya 1959",5
"(K. Andersen, 1912)",5
"Kanmacher",5
"Karaman, 1922",5
"Karavaiev, 1912",5
"Karpinsky",5
"Karr 1964",5
"Karsch, 1891",5
"Kaufman & Ross",5
"Kaye, 1918",5
"Keany",5
"(Keiner, 1838)",5
"(Kelaart, 1850)",5
"(Kellett)",5
"Kemp, 1909",5
"Kenaley, 2009",5
"Kennicott, 1863",5
"(Kent in Brann and Kent, 1960)",5
"Kerguelensis Studer, 1879",5
"Kerremans 1900",5
"(Kessler, 1874)",5
"Keyserling 1887",5
"(Keyserling, 1892)",5
"Kiener, 1836",5
"(Kier)",5
"Kier, 1958",5
"Kiesenwetter 1851",5
"Kinberg, 1865",5
"(Kindle & Bregar)",5
"(King & Broderip, 1831)",5
"(Kiparisova)",5
"Kirby",5
"(Kirby, 1802)",5
"Kirby, 1819",5
"Kirby, 1871",5
"(Kirby, 1887)",5
"Kirkland, 1998",5
"Kissinger",5
"Kleinpell 1954",5
"Kleinschmidt et Weigold, 1922",5
"Kloeden",5
"(Kloucek)",5
"(Klug, 1824)",5
"Klug, 1824",5
