"index.specificepithet","reps"
"petalocephala",2
"petalos",2
"petaluma",2
"petasiformis",2
"petasites",2
"peteningensis",2
"petilitornata",2
"petiolaris",2
"petiolicola",2
"petiolus",2
"petit",2
"petraea",2
"petrboki",2
"petricosa",2
"petriei",2
"petrifactellus",2
"petri-jacobi",2
"petroglyphus",2
"petrohue",2
"petrophagus",2
"petropolis",2
"petropositanus",2
"pettitii",2
"petuchi",2
"pexisum",2
"peyrierasi",2
"pfeifferae",2
"phaeo",2
"phaeocarpa",2
"phaeopterus",2
"phaeopus",2
"phaestoma",2
"phaetoni",2
"phaidra",2
"phaionota",2
"phalangea",2
"phalangiolus",2
"phalantha",2
"phanias",2
"pharyngalis",2
"phascolionis",2
"phaseolinus",2
"phayeri",2
"phengites",2
"phengoides",2
"phialus",2
"philetes",2
"philipineri",2
"philippinense",2
"philipsensis",2
"philipsi",2
"phillipensis",2
"phillippi",2
"phillippiana",2
"phillipsae",2
"philoceratops",2
"phipsoni",2
"phlyctainoides",2
"phocion",2
"phoenicomitra",2
"phoeomys",2
"pholeophobia",2
"pholeus",2
"pholis",2
"pholisorae",2
"phonetus",2
"phorminx",2
"photeina",2
"phryne",2
"phurda",2
"phylace",2
"phylactelloides",2
"phyllocaudata",2
"phymaphorus",2
"phymatodes",2
"physetum",2
"phytostylus",2
"phyzella",2
"piae",2
"piankai",2
"piau",2
"picadera",2
"picadoi",2
"picarti",2
"picena",2
"piceolus",2
"pichi",2
"picium",2
"piciventris",2
"pickeli",2
"pickeringiana",2
"pickeringii",2
"pictetii",2
"pictifrons",2
"picumna",2
"piedmontensis",2
"piedra",2
"pierbartus",2
"pierdenale",2
"pigmentum",2
"pignattii",2
"pigra sp.",2
"pijiguayensis",2
"pikense",2
"pilari",2
"pilatei",2
"pilatka",2
"pileiformis",2
"piliceps",2
"piliferus",2
"piligera",2
"pilkeyi",2
"pilleti",2
"pillipes",2
"pilos",2
"pilsbryanum",2
"pilulus",2
"pimelioides",2
"pimentana",2
"pimploides",2
"pinalena",2
"pinchonii",2
"pindarina",2
"pindarsensis",2
"pineyroi",2
"pingelli",2
"pinguicula",2
"pingus",2
"pinicolus",2
"pinidumus",2
"pinnaeformis",2
"pinnaformis",2
"pinnatifidum",2
"pinnatum",2
"pinopus",2
"pinorum",2
"pinsonensis",2
"pintevillei",2
"pinthous",2
"piota",2
"pipecreekense",2
"piperatus",2
"piperina",2
"piperoides",2
"pirabensis",2
"piragua",2
"piraster",2
"pirellum",2
"piri",2
"piscinasina",2
"pisolina",2
"pisolithica",2
"pisonoides",2
"pistmorus",2
"pita",2
"pitalensis",2
"pitana",2
"pithoeka",2
"pithyoides",2
"pithys",2
"pitkini",2
"pittacus",2
"pius",2
"pixi",2
"plagiacantha",2
"plagiaticauda",2
"plagiopora",2
"plagusia",2
"planaris",2
"planeri",2
"planibasilis",2
"planidorsata",2
"planidorsus",2
"planilabris",2
"planipetalum",2
"planispina",2
"planistellare",2
"planitesta",2
"planobiformis",2
"plano-regularis",2
"planostriata",2
"planulis",2
"planultus",2
"platanifolia",2
"platenae",2
"platevillensis",2
"platiradius",2
"platops",2
"plattense",2
"platybrachys",2
"platycheilus",2
"platycheir",2
"platychir",2
"platychiralis",2
"platycnema",2
"platycostata",2
"platydactylus",2
"platynema",2
"platynoides",2
"platyomphala",2
"platypetala",2
"platyptera",2
"platystyle",2
"platytata",2
"plautus",2
"plecotrematoides",2
"plectopygia",2
"plectreurys",2
"plectus",2
"pleiantha",2
"pleiosperma",2
"pleistocena",2
"pleistocenicum",2
"pleistogyra",2
"plenilunium",2
"plenocarpa",2
"plenoides",2
"pleonalis",2
"plerispinosum",2
"plesiomorpha",2
"plesiospina",2
"plesius",2
"plethodon",2
"plethysticha",2
"pletus",2
"pleuricostichos",2
"pleuriticus",2
"pleurocystoides",2
"pleurohalio",2
"pleuronectiformis",2
"pleurosticta",2
"plevia",2
"plicapressus",2
"plicatalis",2
"plicispira",2
"plicomphalus",2
"pliocaenica",2
"pliocenicum",2
"pliocenus",2
"plisata",2
"ploetzi",2
"plotinus",2
"ploto",2
"plumatus",2
"plumbeiventris",2
"pluricincta",2
"plurifissuratum",2
"pluripes",2
"pluripuncta",2
"pluriradiatus",2
"plurisetosus",2
"plusiae",2
"pluteata",2
"plutella",2
"poaphilus",2
"pobequini",2
"poca",2
"podabrus",2
"podas",2
"podisi",2
"poecile",2
"poecilepterus",2
"poeciliodes",2
"poecilopsis",2
"poeppigi",2
"pogonius",2
"pogonognathus",2
"pohlii",2
"poirrieri",2
"polandensis",2
"polenovae",2
"policenes",2
"polingata",2
"polingii",2
"polioptera",2
"politariensis",2
"politella",2
"politifrons",2
"polium",2
"polleyi",2
"pollii",2
"pollo",2
"pollostum",2
"polugari",2
"polycarpa",2
"polycycla",2
"polygnathoides",2
"polygnota",2
"polyhyma",2
"polylophia",2
"polymitus",2
"polymorhus",2
"polynesiensis",2
"polynominata",2
"polyodontus",2
"polyplax",2
"polyplecta",2
"polypodioides",2
"polyporata",2
"polyporetes",2
"polyporoides",2
"polyrraphes",2
"polyscalma",2
"polyspilus",2
"polystegum",2
"polytropa",2
"polyzelus",2
"pomatias",2
"pomatomi",2
"pomatus",2
"pomifera",2
"pomiformis",2
"pommerana",2
"pompatica",2
"pomulum",2
"poncebensis",2
"ponderi",2
"pongana",2
"ponototocensis",2
"ponticeriana",2
"pontifer",2
"pontificialis",2
"pooensis",2
"pooleyi",2
"popaco",2
"popeana",2
"popelairianus",2
"popescui",2
"poplitea",2
"popovi",2
"poppigi",2
"populeti",2
"populiella",2
"porboscidea",2
"porcatulata",2
"porcula",2
"porosicolle",2
"porrensis",2
"portofinense",2
"portoricanum",2
"portseaensis",2
"portuondoi",2
"posidoniformis",2
"posoensis",2
"posorjensis",2
"possagnoensis",2
"possoensis",2
"postantica",2
"postcostatus",2
"postdecliva",2
"postelli",2
"postera",2
"posterodepressa",2
"posteroextensa",2
"posterognathus",2
"posterogranulosa",2
"posthuma",2
"posticatum",2
"postindopacificus",2
"postmortoni",2
"postprojecta",2
"poststriata",2
"postulata",2
"postverta",2
"posuncula",2
"potamites",2
"potaniniana",2
"potapacoensis",2
"potentillae",2
"poterium",2
"potlatchensis",2
"pottii",2
"pottsi",2
"pottsii",2
"powelliana",2
"poweriana",2
"powisiana",2
"powriei",2
"poyensis",2
"poyntoni",2
"praeacutum",2
"praeangustiloba",2
"praeantiqua",2
"praeciliata",2
"praeconcentricus",2
"praeconvergens",2
"praecorona",2
"praecurriensis",2
"praecursoria",2
"praecursum",2
"praecuvsa",2
"praecysta",2
"praeformatum",2
"praegracilis",2
"praegrandis",2
"praehadra",2
"praelapidosus",2
"praeminor",2
"praemundulus",2
"praenaheolensis",2
"praenominata",2
"praeobliquum",2
"praepolitus",2
"praepulleniatina",2
"praequinqueloba",2
"praereticulata",2
"praesegmentata",2
"praesens",2
"praespira",2
"praetectus",2
"praetenius",2
"praetensis",2
"praeterita",2
"praetschoppi",2
"praetumida",2
"praeziczac",2
"pragilis",2
"prasemorsum",2
"prasiognathos",2
"prattenaus",2
"pravus",2
"preamericana",2
"preangularis",2
"precaribaeum",2
"precava",2
"precipua",2
"precoccineum",2
"precrassifolius",2
"precylindricus",2
"pre-elliptica",2
"preferruginea",2
"prefloridana",2
"prefoetidus",2
"pregrahami",2
"prehernandiensis",2
"preintegrifolia",2
"prelaurina",2
"prematurum",2
"prenanum",2
"prendinii",2
"prenigra",2
"prentici",2
"prenummulitiformis",2
"preodorata",2
"prephina",2
"preplumiera",2
"prepunctata",2
"prerubescens",2
"prerufescens",2
"presagita",2
"presaman",2
"prevostiana",2
"priassus",2
"prideaux",2
"priemi",2
"prikryli",2
"primatus",2
"primero",2
"primigeneus",2
"primigenium",2
"primordiale",2
"primoricum",2
"princiana",2
"principula",2
"prinevillensis",2
"prion",2
"prionodera",2
"prionotolepis",2
"priscomarginata",2
"priscotitillator",2
"prisdon",2
"priseus",2
"prismatis",2
"prismatophylloides",2
"pristigaster",2
"pristipleura",2
"pristodontus",2
"proapteron",2
"proaries",2
"proarmifera",2
"proavitum",2
"probaporra",2
"probata",2
"probolaeus",2
"probolus",2
"proboscina",2
"probosus",2
"procellatum",2
"procelurus",2
"proceras",2
"procinctus",2
"proclesis",2
"proclive",2
"procuboides",2
"procyon",2
"proderipii",2
"prodictyonites",2
"prodigus",2
"prodita",2
"proecrpta sulcatus",2
"proeocenica",2
"proeocenicum",2
"proetus",2
"profundicola",2
"profundior",2
"progravida",2
"projiciens",2
"prolangata",2
"prolixora",2
"proloferum",2
"prominentis",2
"prominiradiata",2
"promptus",2
"proparri",2
"propecumingii",2
"propenuda",2
"prophylloides",2
"propinguum",2
"proplatensis",2
"proponens",2
"proreniformis",2
"proreussi",2
"prorsiradiatus",2
"proserpinae",2
"prosocheila",2
"prosoclinus",2
"prosopotaenia",2
"prosternale",2
"proteaefolium",2
"protensum",2
"proterum",2
"protesformis",2
"protexa",2
"protocallianassa russelli",2
"protogonia",2
"protolepis",2
"protomutans",2
"protopustulata",2
"protunda",2
"provicugna",2
"providencia",2
"providentiae",2
"provincialis",2
"provoleae",2
"proxia",2
"proxinobilis",2
"prudentius",2
"prunivorata",2
"prunulum",2
"psalidodon",2
"psammoica",2
"psammonastes",2
"psarolaimus",2
"pseadomonopessulanum",2
"pselaphon",2
"pseudaffinis",2
"pseudalces",2
"pseudaplites",2
"pseudinsignis",2
"pseudoacuminata",2
"pseudoalgeriana",2
"pseudoalveata",2
"pseudoantillana",2
"pseudoarenata",2
"pseudoasperata",2
"pseudoauris",2
"pseudobaccata",2
"pseudobacillaris",2
"pseudobensoni",2
"pseudobesa",2
"pseudoblinqua",2
"pseudocacumentata",2
"pseudocarnaria",2
"pseudocassine",2
"pseudoclara",2
"pseudocostatus",2
"pseudocrabbii",2
"pseudocredneria",2
"pseudocuesco",2
"pseudodifflugiformis",2
"pseudodruryi",2
"pseudoeburnea",2
"pseudoeggersii",2
"pseudoelliptica",2
"pseudoexcolata",2
"pseudofalva",2
"pseudoflabellum",2
"pseudofontinalis",2
"pseudo-fulva",2
"pseudogeintziana",2
"pseudogibba",2
"pseudogranum",2
"pseudohirta",2
"pseudoinflata",2
"pseudoinornata",2
"pseudo-lanuginosa",2
"pseudoligostegus",2
"pseudolyelli",2
"pseudo-mammillaris",2
"pseudomarioni",2
"pseudomayeri",2
"pseudomeeki",2
"pseudomodesta",2
"pseudomontrosiense",2
"pseudomorphum",2
"pseudomuraena",2
"pseudonodosum",2
"pseudonoodti",2
"pseudonythesalis",2
"pseudopinsonensis",2
"pseudoplatanus",2
"pseudoprincipalis",2
"pseudopubescens",2
"pseudoradians",2
"pseudorbicularis",2
"pseudorubrovittata",2
"pseudorugosa",2
"pseudosagittatus",2
"pseudosalicifolium",2
"pseudoscopos",2
"pseudosemiglaber",2
"pseudoserpentinum",2
"pseudospectrum",2
"pseudospinescens",2
"pseudospinifer",2
"pseudosulcatus",2
"pseudotepidus",2
"pseudotrapezifolium",2
"pseudotrocoidea",2
"pseudovata",2
"pseudovestitia",2
"pseudozizyphinus",2
"psicar",2
"psidii",2
"psilatus",2
"psilonotus",2
"psygmophylloides",2
"ptena",2
"pterocaulis",2
"pterocopha",2
"pterographicus",2
"pteromphalia",2
"pteronitella",2
"pterygius",2
"pterynoides",2
"ptolychus",2
"ptyalum",2
"ptychodon",2
"ptychoraphe",2
"ptychostyla",2
"ptyktorbion",2
"pualensis",2
"puberculus",2
"pubes",2
"pubicepa",2
"pubicundum",2
"publicus",2
"publius",2
"pucallpaensis",2
"pucheranii",2
"puerca",2
"pufferi",2
"pugnase",2
"pugonis",2
"puilasokensis",2
"pujravii",2
"pulalis vulgaris",2
"pulcherina",2
"pulchriceps",2
"pulchripectus",2
"pulchrisoma",2
"pulchrius",2
"pulloide",2
"pulmonaris",2
"pulshella",2
"pulvella",2
"pulverata",2
"pulveratus",2
"pulveris",2
"pulverulentum",2
"pulvialis",2
"pulvillatum",2
"pulvinar",2
"pumiliformis",2
"pumulus",2
"punctatella",2
"punctatellus",2
"punctato-costata",2
"punctillosus",2
"punctiventer",2
"punctocaelata",2
"punctosus",2
"punicifolia",2
"pupiniformis",2
"pupisfontis",2
"pupurascens",2
"pupurea",2
"purace",2
"purava",2
"purgatus",2
"purpureicollis",2
"purpuriella",2
"purulha",2
"pushmatahaensis",2
"pushmatahensis",2
"pustulosus n. sp",2
"pusulosa",2
"puteolus",2
"putrida",2
"putum",2
"puxiongensis",2
"pyburni",2
"pycnogonopodus",2
"pycnus",2
"pygmoideus",2
"pygoides",2
"pylaica",2
"pylartes",2
"pylas",2
"pyrenaeus",2
"pyrgiscus",2
"pyrgoma",2
"pyrrhomelanum",2
"pyrrhostoma",2
"pyrrogenys",2
"pyrulata",2
"qealei",2
"qinquefasciatum",2
"quadingensis",2
"quadralirata",2
"quadralis",2
"quadratogenalis",2
"quadricingulatum",2
"quadrifoglio",2
"quadrilamellatus",2
"quadrilaterus",2
"quadriliratus",2
"quadrilobis",2
"quadrilobus",2
"quadriramosum",2
"quadrisignata",2
"quadrispinus",2
"quadrisquamatus",2
"quadristigma",2
"quadrivolvis",2
"quadroblonga",2
"quadrocamaratus",2
"quadrocameratus",2
"quadruncus",2
"quaesitum",2
"quaidei",2
"quantum",2
"quasirectum",2
"quasitrinae",2
"quassates",2
"quassatis",2
"quaternarius",2
"qubernatorium",2
"quchapampa",2
"quebrada",2
"quechuarum",2
"queenslandi",2
"quentheri",2
"quercicolus",2
"querciella",2
"quercinensis",2
"quercusforticornis",2
"quercusglobulus",2
"querocum",2
"querulus",2
"questi",2
"queueinas",2
"quiaiosensis",2
"quilmes",2
"quilonensis",2
"quimperensis",2
"quinarius",2
"quincyensis",2
"quinquangula",2
"quinquangularis",2
"quinque",2
"quinquecarinata",2
"quinquecincta",2
"quinquecirrha",2
"quinquecostatum",2
"quinquecuspidens",2
"quinquelineata",2
"quinquelirata",2
"quinquelites",2
"quinquenodus",2
"quinquenotella",2
"quinqueseriata",2
"quintarius",2
"quintense",2
"quinuana",2
"quipua",2
"quirapan",2
"quiriguana",2
"quirihorai",2
"quiriquinae",2
"quirosana",2
"quirosensis",2
"quisqualis",2
"quisqueyana",2
"quitrinensis",2
"quivirensis",2
"quizarra",2
"quotidiana",2
"quttata",2
"rabdota",2
"rabus",2
"racimiflora",2
"radeosus",2
"radhumaensis",2
"radiceus",2
"radiolatum",2
"radiolineata",2
"radiota",2
"radulosa",2
"raemeri",2
"rafa",2
"ragsdalensis",2
"ragusae",2
"ragusai",2
"rahtii",2
"raibeliana",2
"rainervus",2
"raitzhainiensis",2
"rakauroana",2
"rallus",2
"ralphae",2
"ralumensis",2
"ramenta",2
"ramiflorus",2
"rampurensis",2
"ramsbottomi",2
"ranavalona",2
"ranchitoense",2
"rancureli",2
"rangoonensis",2
"ransomi",2
"ranuxemi",2
"raouxi",2
"rapaeformis",2
"rapanui",2
"raphanula",2
"rapidensis",2
"rappiodes",2
"raptorius",2
"raquinianus",2
"raratuberculata",2
"raridentata",2
"rariplicata",2
"raritanum",2
"rarotonga",2
"rasbora",2
"raschii",2
"rasse",2
"rastellum",2
"rastellus",2
"rastoni",2
"rasus",2
"rathouisiana",2
"ratonense",2
"raubae",2
"rauchii",2
"raupi",2
"ravanae",2
"rawdahensis",2
"raynali",2
"reatchii",2
"rebecca",2
"rebeli",2
"recentior",2
"reclinata",2
"reclinatafolia",2
"reconditalis",2
"rectifrons",2
"rectilineata",2
"rectilineus",2
"rectimedia",2
"rectiornata",2
"rectoides",2
"rectovalis",2
"recurvatum",2
"recurvis",2
"reddelli",2
"reddingensis",2
"redimenta",2
"redoakensis",2
"redonda",2
"redroja",2
"reductum",2
"reedana",2
"reefholensis",2
"reerianus",2
"reesi",2
"reesideana",2
"reevii",2
"reflecta",2
"refugensis",2
"refusa",2
"regens",2
"reichertii",2
"reidiae",2
"reigi",2
"reinhardi",2
"reinholdi",2
"relandi",2
"relequa",2
"relucens",2
"remberensis",2
"remense",2
"remesi",2
"remissus",2
"remmi",2
"remolinense",2
"remyi",2
"renatae",2
"renerrens",2
"renevieri",2
"renigera",2
"renjifoi",2
"rennenkamfi",2
"rennus",2
"rentonensis",2
"renzae",2
"reperta",2
"repetskii",2
"repressa",2
"reprimatus",2
"requieni",2
"requieniana",2
"resecata",2
"resecta",2
"reserta",2
"reservum",2
"respondens",2
"restituta",2
"restrictosulcata",2
"resupinatus",2
"resupinoides",2
"retallackii",2
"retectum",2
"retensa",2
"retesepta",2
"retiarius",2
"reticosa",2
"reticristata",2
"reticulare",2
"retiferum",2
"retinens",2
"retinervis",2
"retiolus",2
"retractum",2
"retroflexus",2
"retugida",2
"retusua",2
"reubeni",2
"reuschi",2
"reussana",2
"revectus",2
"revelieri",2
"revestensis",2
"revillense",2
"revimentus",2
"revivensis",2
"revoltus",2
"revueltensis",2
"rezvyii",2
"rhabdops",2
"rhacina",2
"rhacoamba",2
"rhadinobrachius",2
"rhassoulensis",2
"rheophila",2
"rhines",2
"rhingens",2
"rhinichthyoides",2
"rhinodontis",2
"rhinophilus",2
"rhinophyusa",2
"rhizoporarum",2
"rho",2
"rhodeans",2
"rhodinos",2
"rhodopleuron",2
"rhoifructella",2
"rhombophorus",2
"rhothonion",2
"rhysaulax",2
"rhysus",2
"rhytida",2
"rhytidus",2
"ribeirensis",2
"ribesii",2
"ribletella",2
"ricardii",2
"ricardoensis",2
"ricensis",2
"richarti",2
"richei",2
"richeyi",2
"rickyi",2
"ricordeana",2
"ricordeanus",2
"rictum",2
"ridica",2
"ridicula",2
"rieina",2
"riesiana",2
"riesii",2
"rifaca",2
"riffensis",2
"rigentia",2
"rigidispinosum",2
"rigoratus",2
"riiseri",2
"rikae",2
"rilebana",2
"rileyella",2
"rimatus",2
"rimbogai",2
"rimosalis",2
"rimouski",2
"rimulata",2
"rimuloides",2
"rinaldii",2
"rinconi",2
"rinella",2
"ringicula",2
"ringoldensis",2
"riogramamense",2
"riominhoensis",2
"riosantiagensis",2
"riosi",2
"riparium",2
"ripleyanus",2
"rissoana",2
"rituola",2
"rivana",2
"rivasensis",2
"rivasii",2
"riveroni",2
"roanense",2
"roaneri",2
"roanoka",2
"robai",2
"robalito",2
"robbi",2
"robbinsii",2
"robecchibricchettii",2
"robertone",2
"robertsae",2
"robertsonianus",2
"robertsonoides",2
"robinsonia",2
"robinsonii",2
"robsonense",2
"robsoni",2
"roburifoliata",2
"robusta var intermedia",2
"robusticolle",2
"robustulus",2
"rocandioi",2
"rocasensis",2
"rochensis",2
"rockallensis",2
"rockhamptonensis",2
"rodburgensis",2
"rodmani",2
"rodularium",2
"roebelini",2
"roemerianus",2
"roepstorffiana",2
"roesnaesensis",2
"rofanica",2
"roffii",2
"rogaguaensis",2
"rogatalis",2
"rogersianum",2
"roguensis",2
"rollaensis",2
"rollandiana",2
"romanica",2
"romei",2
"ronani",2
"roncador",2
"ronzoni",2
"rookmaakeri",2
"roquesana",2
"roraimae",2
"rorida",2
"rorschachinus",2
"rosaceous",2
"rosadoi",2
"roscianus",2
"roscidus",2
"roseae",2
"rosebudensis",2
"rosehillensis",2
"rosieriana",2
"rossbrookiensis",2
"rosselli",2
"rossonia",2
"rostratiformis",2
"rostratruncata",2
"rostrella",2
"rotadentatus",2
"rotaedens",2
"rotellaeformis",2
"rothsteini",2
"rotiensis",2
"rotulatus",2
"rotumanum",2
"rotundalies",2
"rotundicauda",2
"rotundicolis",2
"rotundicostata",2
"rotundocapitatus",2
"rouaultii",2
"rougetii",2
"roulini",2
"roundiformis",2
"roussaei",2
"roxburghiana",2
"roxelana",2
"roxellana",2
"roydsi",2
"roylei",2
"rubatra",2
"rubex",2
"rubici",2
"rubicundula",2
"rubiferaria",2
"rubina",2
"rubinoffi",2
"rubrescens",2
"rubricae",2
"rubricundum",2
"rubriformis",2
"rubrigularis",2
"rubrimarginatum",2
"rubrivinctus",2
"rubrocoronatum",2
"rubrofasciata",2
"rubrofasciatus",2
"rubromaculata",2
"rubromaculatus",2
"rubromarginaria",2
"rubronigra",2
"rubrospinis",2
"rubrus",2
"rucillum",2
"rucki",2
"rucuana",2
"rudisplanusque",2
"ruellensis",2
"rufanensis",2
"rufa obscuriventris",2
"rufapicata",2
"ruffus",2
"ruficolle",2
"ruficoronae",2
"ruficrus",2
"rufinum",2
"rufiola",2
"rufipalpis",2
"rufispira",2
"rufisquamus",2
"rufitelus",2
"rufithoracicus",2
"rufitibia",2
"rufocaudata",2
"rufocinctus",2
"rufofasciatis",2
"rufofulgurata",2
"rufolavatus",2
"rufolineata",2
"rufopicta",2
"rufopictus",2
"rufortinctum",2
"rugaelineata",2
"rugicosta",2
"rugifer",2
"rugimanus",2
"rugiplicata",2
"rugisculpta",2
"rugosodorsalis",2
"rugososulcata",2
"rugosulus",2
"ruidarostrata",2
"ruinosum",2
"rullieriana",2
"rulomus",2
"rumijae",2
"ruminalis",2
"runconi",2
"runnelsi",2
"rupeliense",2
"rupicursor",2
"rupinicola",2
"rupinimenthae",2
"ruppelliana",2
"ruscarius",2
"ruscinensis",2
"rushense (q)",2
"rushmerensis",2
"russata",2
"russelii",2
"russiensis",2
"ruthenus",2
"rutherfordiana",2
"rutherfurdi",2
"rutilicauda",2
"rutilis",2
"rutkowskiae",2
"ruwenzoriensis",2
"rydzewski",2
"rylandi",2
"ryozoana",2
"saba",2
"sabalana",2
"sabaudiensis",2
"sabinal",2
"sabiniana",2
"sabita",2
"sabulona",2
"sabulosum",2
"saburrae",2
"sacbra",2
"saccellus",2
"saccula",2
"sachsei",2
"sackdillingensis",2
"saemani",2
"saetigera",2
"sagamianus",2
"sagenella",2
"sagittellarium",2
"sagraina",2
"saharicum",2
"saidovae",2
"saira",2
"sajori",2
"saka",2
"sakuensis",2
"sala",2
"salebratum",2
"saleebyi",2
"saligna",2
"salimalii",2
"salinaensis",2
"salisburgensis",2
"sallaeformis",2
"salmacis",2
"salme",2
"salmonae",2
"salopiensis",2
"saltuvagus",2
"salus",2
"salvazai",2
"sama",2
"samae",2
"samarangae",2
"samplei",2
"sampsonensis",2
"samueli",2
"samurai",2
"samwelli",2
"sanbartolomense",2
"sanblasensis",2
"sanchezensis",2
"sanclementensis",2
"sanctae-catharinae",2
"sanctae-monicae",2
"sanctamariae",2
"sanctiandreae",2
"sancti-dominici",2
"sanctihieronymi",2
"sanctijoannis",2
"sancti-ludovici",2
"sanctipatricii",2
"sanctori",2
"sandalia",2
"sandalinus",2
"sandberger",2
"sanddollar",2
"sandiwcensis",2
"sandoni",2
"sandyensis",2
"sangaica",2
"sanguifluus",2
"sanguineolentus",2
"sanguinipennis",2
"sanguinolarius",2
"saniculae",2
"sanpedroensis",2
"santaclarae",2
"santacruzi",2
"santae",2
"santaluciense",2
"santalucreciensis",2
"santanaensis",2
"santanensis",2
"santarem",2
"santaritana",2
"santarosaensis",2
"santosi",2
"saperdoides",2
"sapindi",2
"saponatus",2
"sarajevensis",2
"saramacca",2
"sarannahensis",2
"sarawakensis",2
"sarcodes",2
"sarcodum",2
"sardina",2
"sardinella",2
"sardonia",2
"sarmenta",2
"sarmenticius",2
"sasai",2
"sasakwaensis",2
"sassafrasensis",2
"satanas",2
"satanassi",2
"sathon",2
"sathra",2
"satsopensis",2
"sattaraensis",2
"saturnensis",2
"saturnoides",2
"saudica",2
"saulcydi",2
"saundersella",2
"saundersorum",2
"sauperi",2
"sauriformis",2
"sauronesensis",2
"saussurii",2
"saut",2
"sauvagesi",2
"savanna",2
"savara",2
"savonet",2
"sawanensis",2
"saxialis",2
"saxicavum",2
"saxifer",2
"saxifisi",2
"saxonicum",2
"saxosum",2
"sbesteriometra",2
"scaberrina",2
"scaberula",2
"scabiosus",2
"scabricollis",2
"scabriculata",2
"scabriusculum",2
"scacchiana",2
"scalanis",2
"scalariforme-sulcata",2
"scalarinus",2
"scaldensis",2
"scalena",2
"scalida",2
"scamnicola",2
"scansa",2
"scansoria",2
"scapegoatensis",2
"scaphella",2
"scaphula",2
"scaphus",2
"scapulistriata",2
"scapus",2
"scarboroughi",2
"scarpacensis",2
"scatesi",2
"scelera",2
"sceleratus",2
"scepasma",2
"schachti",2
"schaefferalis",2
"schaeteri",2
"schafaeutli",2
"schalki",2
"scharyi",2
"schatzeata",2
"schauppii",2
"schedelianum",2
"scheli",2
"schilti",2
"schistomorion",2
"schleschi",2
"schlichti",2
"schlickumi",2
"schlieffenii",2
"schlothemi",2
"schluteri",2
"schmarda",2
"schmidtiana",2
"schmiedeli",2
"schmittii",2
"schneiderhoehni",2
"schoenleinii",2
"scholli",2
"schonherri",2
"schoutanica",2
"schrabi",2
