"index.genus","reps"
"ascaris",3
"ascilla",3
"asidina",3
"asilidae",3
"asioptychaspis",3
"asiostylops",3
"aslauga",3
"asoella",3
"asparagus",3
"asperarca",3
"asperiscala",3
"asphaltinoides",3
"aspidiotus",3
"aspidodus",3
"asplenites",3
"aspredinichthys",3
"assa",3
"assemania",3
"assessor",3
"asteria",3
"astericus",3
"?asterocarpinus/palaeocarpinus",3
"asterosteus",3
"asthenosoma",3
"astorhiza",3
"astragalus",3
"astraponotus",3
"astrapothericulus",3
"astroboa",3
"astrocnida",3
"astrodesmus",3
"astroidea",3
"astrolirus",3
"astrotoma",3
"astrotus",3
"astya",3
"astylopsis",3
"asura",3
"asymbolus",3
"asymmetricythere",3
"asyndesmus",3
"atagma",3
"atalapha",3
"atelecyclus",3
"atelesopora",3
"atelestus",3
"atelodus",3
"atelomycterus",3
"atherus",3
"athrotaxites",3
"atopacanthus",3
"atriplex",3
"atropos",3
"attenosaurus",3
"atylotus",3
"aulacephalodon",3
"aulacochiton",3
"aulacus",3
"aulicina",3
"aulohelia",3
"aulonium",3
"aulophycus",3
"auloprotonia",3
"auriculina",3
"aurigerites",3
"aurorazhdarcho",3
"austica",3
"australium",3
"australocricus",3
"austrolycus",3
"austrometra",3
"austrorhytida",3
"austrothyris",3
"aves",3
"avicantus",3
"avitellina",3
"axelrodia",3
"axiodeaneia",3
"axiopsis",3
"aylacostoma",3
"bacanius",3
"bacculites",3
"bactea",3
"bactrocythara",3
"baculigerus",3
"baillonius",3
"bairdites",3
"baizea",3
"balaeniceps",3
"balanoglossus",3
"\balanus\ (s.l.)",3
"baliactis",3
"baltonotella",3
"baluchitherium",3
"bandona",3
"banksolpium",3
"barberenia",3
"barbourula",3
"barentsia",3
"baridius",3
"barilepton",3
"barneystrombus",3
"barnumia",3
"baroda",3
"barrindinella",3
"bartoa",3
"bartschia",3
"baryscapus",3
"barytherium",3
"bassareus",3
"bassaricyonoides",3
"bassethullia",3
"bassinia",3
"batazonus",3
"batea",3
"batelusia",3
"bathydorus",3
"bathylasma",3
"bathynerita",3
"bathyprion",3
"bathyteuthis",3
"batodaeus",3
"batriasymmodes",3
"bavia",3
"bdeogale",3
"beguinea",3
"belisana",3
"bellerophon (bucania)",3
"bellinurus",3
"belloliva",3
"belochthus",3
"belomitra",3
"belonastrum",3
"belonoglanis",3
"belonopelta",3
"belonorhynchus",3
"bensonodutoitella",3
"bentheogennema",3
"benthocardiella",3
"benthonellania",3
"berlandina",3
"berotha",3
"berriasella",3
"berruvius",3
"berthellina",3
"bertiella",3
"biaporus",3
"biborin",3
"bidenkapia",3
"bienella",3
"bifurcium",3
"\bignoniaceous\",3
"bignonites",3
"bigrumpta",3
"billingsastrea",3
"bimeria",3
"bipulvina",3
"birkelundia",3
"birmanides",3
"bisaccium",3
"bisidmonea",3
"bisulcocypris",3
"bithoracochaeta",3
"bittium?",3
"bivibranchia",3
"blagrovia",3
"blennidus",3
"blepharipoda",3
"blickomylus",3
"blowiella",3
"boccardia",3
"bogertophis, elaphe",3
"bolbocrinus",3
"boleana",3
"boletechinus",3
"bombur",3
"bonaireaster",3
"bonnaria",3
"borborillus",3
"borealinetes",3
"boreodrillia",3
"boretrophon",3
"bothrinia",3
"bothriocera",3
"bothromesostoma",3
"botis",3
"boucotspira",3
"boueina",3
"bouleia",3
"box",3
"brabbia",3
"brachiograptus",3
"brachirus",3
"brachychiton",3
"brachyglenis",3
"brachygnathus",3
"brachyleptura",3
"brachymeris",3
"brachymystax",3
"brachynotus",3
"brachyorrhos",3
"brachypterolus",3
"brachysporisporites",3
"brachystoma",3
"brachyuranochampsa",3
"bramocharax",3
"branchipus",3
"brancus",3
"branmehla",3
"brasenia",3
"brassicogethes",3
"bratina",3
"brechmorhoga",3
"brevicamera",3
"briantia",3
"brinsopsis",3
"brisinga",3
"brissoma",3
"broderipia",3
"bronchocyathus",3
"brotheas",3
"brucepattersonius",3
"bruehnopteron",3
"bryophila",3
"bubophilus",3
"bucklandia",3
"buekkella",3
"buffonella",3
"bulinis",3
"bullatimorphites",3
"bullimus",3
"bullinula",3
"bullobunus",3
"bumastus (illaenus)",3
"bunaia",3
"burithes",3
"bursatella",3
"burserites",3
"bushiella",3
"buzasina",3
"byssopteria",3
"bythograea",3
"bythotrypa",3
"cabira",3
"cacodemonius",3
"cactograptus",3
"cadargasporites",3
"caenis",3
"calagenia",3
"calamocladus",3
"calandrites",3
"calappella",3
"calcirhynchia",3
"calcyrtoceras",3
"calicurgus",3
"californites",3
"calilena",3
"calileptoneta",3
"calinemurus",3
"caliostoma",3
"calisoga",3
"callawayasaurus",3
"callinicus",3
"callisphenus",3
"calloconularia",3
"calloporina",3
"caloda",3
"calomela",3
"calpiocrinus",3
"calyocarpum",3
"calypraea",3
"calyptotheca",3
"calyptroides",3
"camanchia",3
"cambrooistodus",3
"camesia",3
"campophyllum?",3
"campoplex",3
"campsis",3
"campylocynodon",3
"campylostigmus",3
"canalipora",3
"canariella",3
"canariophyllum",3
"canimartes",3
"cannartiscus",3
"canthidium",3
"canthumeryx",3
"cantoria",3
"capillithyris",3
"capnochroa",3
"capparites",3
"capsa",3
"capsospongia",3
"capsulocarpus",3
"capulica",3
"carbula",3
"carcinops",3
"cardinioides",3
"cardinirhynchia",3
"cardinocaris",3
"cariacus",3
"caribbaster",3
"caribbiantes",3
"caribezomus",3
"carinagypa",3
"carinalaspermum",3
"carinazingis",3
"carinocrinus",3
"cariomothis",3
"carpenterella",3
"carpococcyx",3
"carpodetus",3
"carpomanon",3
"cartea",3
"\carya\",3
"caryates",3
"casea",3
"cassidid",3
"cassidulinita",3
"cassius",3
"castalioides",3
"castellaroina (tropidoleptus)",3
"casteropora",3
"cataceramus?",3
"cataschisma",3
"catatonocrinus",3
"catopuma",3
"caudipteryx",3
"caulerpites",3
"caulophilus",3
"caytonianthus",3
"cazierius",3
"cebupithecia",3
"ceciliodes",3
"cedroxylon",3
"celestes",3
"cenocardium",3
"cenocrinus",3
"cenodiscus",3
"cenolia",3
"centrastrea",3
"centrobotrys",3
"centrocardita",3
"centrocythere",3
"centrogenys",3
"centrogonia",3
"centrolabrus",3
"centron",3
"centrurus",3
"cephalanthus",3
"cephalonomia",3
"cephalotheca",3
"ceraeochrysa",3
"cerapus",3
"cerastica",3
"ceratichthys",3
"ceratocapsus",3
"ceratocymba",3
"ceratodesmus",3
"ceratolasma",3
"ceratoppia",3
"ceratospyris",3
"cercidium",3
"cercotrichas",3
"cerdale",3
"ceres",3
"ceriona",3
"ceriphasia",3
"cerithioides",3
"ceroptres",3
"ceruchus",3
"cerura",3
"ceryx",3
"cestocrinus",3
"cetiosaurus",3
"cetraria",3
"cf. carya",3
"cf. cornus",3
"cf. davidia",3
"cf. discophyllum",3
"cf. lenticorbula",3
"cf. paleoplatycarya",3
"cf. paliurus",3
"cf. parvileguminophyllum",3
"cf. pinus",3
"cf. thelypteris",3
"cf. toxicodendron",3
"chabria",3
"chaca",3
"chaco",3
"chadronycteris",3
"chaenodomus",3
"chaetocirratulus",3
"chaetocladus",3
"chaetocoelus",3
"chaetoduvalius",3
"chaetophiloscia",3
"chaetoptelia",3
"chalcochares",3
"chalcodermus",3
"chalcurus",3
"chaleponcus",3
"chalepotaxis",3
"chalepus",3
"chalicodoma",3
"chamaerops",3
"chamites",3
"chamostrea",3
"chandleria",3
"chapinella",3
"chapmania",3
"characella",3
"characilepis",3
"charactocerina",3
"charadrobia",3
"charaxis",3
"charientocrinus",3
"charltonina",3
"chatwinothyris",3
"chaunacops",3
"chaureopa",3
"cheirocystella",3
"cheiromeles",3
"cheletomimus",3
"chelonemys",3
"chelonodon",3
"chelonychus",3
"chelophyes",3
"chemmis",3
"chemungia",3
"chenendopora",3
"chenopis",3
"chersastus",3
"chesaclava",3
"chevronichnus",3
"chianshania",3
"chilaphrodesmus",3
"chimonanthus",3
"chionanthus",3
"chirocephalus",3
"chironemus",3
"chironominae",3
"chiropotes",3
"chirostoma",3
"chitala",3
"chloephycus",3
"chloridella",3
"chlorochlamys",3
"chloroclystis",3
"chlorodius",3
"chloropicus",3
"choerops",3
"chomodictysis",3
"chondracanthus",3
"chondrophyllum",3
"chondrophyton",3
"chondropython",3
"chondrosteus",3
"chonetids",3
"chongichthys",3
"chonopectoides",3
"chonostroplus",3
"chramesus",3
"chraspedops",3
"chrysaspina",3
"chrysochampsa",3
"chrysospalax",3
"chtenopteryx",3
"chytra",3
"cibicorbis",3
"ciliopagurus",3
"cinchonidium",3
"cinclidium",3
"cincoriola",3
"cinetomorpha",3
"cingilia",3
"cinnamomoxylon",3
"circinatiella",3
"circopeltis",3
"cirripedes",3
"cirsium",3
"citrus",3
"cixius",3
"cladethosoma",3
"cladionophyllum",3
"cladoconus",3
"cladodactyla",3
"cladophorites",3
"cladophragmus",3
"cladorhynchus",3
"cladoxylalean",3
"\claiborne fabaceae floral type 2\",3
"clariallabes",3
"clarkichthys",3
"clausotrypa",3
"clavellus",3
"clavidrupa",3
"clavulites",3
"clematidiscus",3
"cleocnemis",3
"cleothyridina (cleiothyris)",3
"cliefdenoceras",3
"clinambon",3
"clinopora",3
"clysiophyllum",3
"clythra",3
"clythrocerus",3
"cnemidotus",3
"cnidoglanis",3
"coassus",3
"coccophyllum",3
"cochloceras",3
"codonellina",3
"coecella",3
"coelidium",3
"coelocerus",3
"coelocnemis",3
"coelolepis",3
"coelomys",3
"coelopus",3
"coeloseris",3
"coelospirina",3
"coelus",3
"coenosmilia",3
"coenus",3
"coilometopia",3
"colangia",3
"colania",3
"coleopachys",3
"coleoprion",3
"collenella",3
"colobastylus",3
"colombellina",3
"colomita",3
"colonimilesia",3
"colpanostoma",3
"colubratriton",3
"columbellina",3
"columbicrinus",3
"colymboides",3
"compeloma",3
"complexastrea",3
"componocancer",3
"composia",3
"comptichnus",3
"concephalina",3
"conchoecissa",3
"conchorhynchus",3
"conchostachan",3
"conchyliastrum",3
"cone scale",3
"confuciusornis",3
"confusiscala",3
"congresox",3
"conichnus",3
"coniculospongia",3
"conifaber",3
"conilurus",3
"conispirifer",3
"conobelus",3
"conococheaguea",3
"contharus",3
"contomastix",3
"conura",3
"coolina",3
"cooperconcha",3
"cophocara",3
"copiceras",3
"copostigma",3
"copperia",3
"coptosoma",3
"coptotomus",3
"coraline alga",3
"corbulomima",3
"cordaioxylon",3
"cordaties",3
"cordiceramus",3
"cordilleracyathus",3
"cordocarpus",3
"cordylancistrus",3
"cordyloblaste",3
"coreana",3
"coreius",3
"coreorgonal",3
"coripia",3
"corneocyclas",3
"cornucardia",3
"cornuella",3
"cornuodus",3
"cornus-like",3
"cornutovum",3
"coronafulgur",3
"coronakirkbya",3
"corthylio",3
"corydalis",3
"corymbocrinus",3
"corythaica",3
"coscinoecia",3
"cosmobaris",3
"cosmogyria",3
"cossidaria",3
"costanaia",3
"costus",3
"cotyledonocrinus",3
"coulboisia",3
"coulterella",3
"couostichus",3
"coytiera",3
"crambe",3
"cranaenella",3
"crandena",3
"crangopsis",3
"crasaletta",3
"craspedozoum",3
"crassicoprus",3
"crassinervia",3
"crassiproetus",3
"crassopleura",3
"crateraster",3
"craterispirifer",3
"craterodesmus",3
"cratis",3
"cravenia",3
"crenatula",3
"crenuloceras",3
"creon",3
"creotarsus",3
"crepichilella",3
"crespinella",3
"cribroparella",3
"cribroporidium",3
"crioscolia",3
"criotherium",3
"criptoleasmus",3
"cristiceps",3
"crisularia",3
"cromydruppocarpus",3
"crossaster",3
"crossobamon",3
"crossogale",3
"crossopholis",3
"crossotarsus",3
"crucigera",3
"crusoia",3
"cruxifructus",3
"cryphus",3
"cryptangia",3
"cryptaponga",3
"cryptocapsa",3
"cryptocentrus",3
"cryptoclidus",3
"cryptocope",3
"cryptocrinus",3
"cryptolepas",3
"cryptophysema",3
"cryptopygus",3
"cryptotermes",3
"cryptotomus",3
"crypturgus",3
"cryptyma",3
"crytoceras",3
"crytonell",3
"ctenochasma",3
"ctenocrinus (maria-",3
"ctenodesmus",3
"ctenognathus",3
"ctenonychus",3
"ctenopterus",3
"ctenotaenia",3
"ctenurella",3
"cucumarites",3
"cucurbitula",3
"culicivora",3
"culicocrinus",3
"culunana",3
"cuneatopora",3
"cuneiphycus",3
"cunonioxylon",3
"cupressopathes",3
"curatea",3
"curimopsis",3
"cursoricoccyx",3
"curtirhynchia",3
"curveulima",3
"cushmanella",3
"cuvillierina",3
"cyathoceras",3
"cyathochromis",3
"cyathophylloid?",3
"cyathopodium",3
"cyathopsis",3
"cycadeoid a",3
"cycadeomyelon",3
"cycadoxylon",3
"cyclestheria",3
"cyclobatis",3
"cyclocarpon",3
"cyclocharax",3
"cyclodesmus",3
"cyclograthus",3
"cyclohelix",3
"cycloholcus",3
"cyclolampas",3
"cyclolituites",3
"cyclomischus",3
"cyclomorpha",3
"cyclotos",3
"cydnus",3
"cydrocrinus",3
"cyelas",3
"cyelophorus",3
"cygnopterus",3
"cylicoceras",3
"cylindrodesmus",3
"cylindrophyma",3
"cylindrotruncatum",3
"cyliosomella",3
"cylostrobus",3
"cymatochiton",3
"cymatopegma",3
"cymatophora",3
"cymatopleura",3
"cynogale",3
"cyperus",3
"cyphoderus",3
"cyphona",3
"cyphosaccus",3
"cypria",3
"cyrilla",3
"cyrthoceratites",3
"cyrtocara",3
"cyrtoceratites",3
"cyrtonellopsis",3
"cyrtophylla",3
"cyrtropsis",3
"cysteodemus",3
"cysticus",3
"cystid plates",3
"cystocrepis",3
"cystosporites",3
"cyth",3
"cytheracea",3
"\cythereis\",3
"dacoderus",3
"dacrytherium",3
"dactylophysus",3
"dactylopora",3
"dactylostomias",3
"daidalotarsonemus",3
"daidia",3
"dakotallomys",3
"daleiella",3
"dalicrinus",3
"dallinella",3
"damon",3
"dapedius",3
"daphniphyllum",3
"daphoenositta",3
"darina",3
"darwinites",3
"dascillus",3
"dastilbe",3
"dasybatus",3
"dasycerus",3
"daucina",3
"dautzenbergiella",3
"dawsonoceras (orthoceras)",3
"dechellya",3
"deinagkistrodon",3
"deleaster",3
"delobius",3
"delphax",3
"deminastrites",3
"dendocrinus",3
"dendrocoelum",3
"dendropupa",3
"dendrostroma",3
"denguiria",3
"dentalim",3
"denticula",3
"dentillaria",3
"dentisemen",3
"dentistyla",3
"derbia",3
"derilambrus",3
"dermatophyton",3
"derobrachus",3
"deryba",3
"desfontainia",3
"desis",3
"desmiodus",3
"desmocyon",3
"desmonus",3
"desmoscolex",3
"desmoxytes",3
"despoenella",3
"dettermanites",3
"detyopsis",3
"deuteragenia",3
"devonocidaris",3
"dhanya",3
"dhrumella",3
"diadeloplax",3
"diadumene",3
"dialutocrinus",3
"diambonia",3
"diamimus",3
"diamphidiocystis",3
"dianous",3
"dianthicoeloma",3
"diapoma",3
"diastictis",3
"diathrausta",3
"diburnophyllum",3
"dicallaneura",3
"diceratoptyx",3
"dicerocaris",3
"dicheirotrichus",3
"dichotomites",3
"dicladia",3
"diclasiopa",3
"dicrenodus",3
"dicroa",3
"dicrocoelium",3
"dicrocynodon",3
"dictuolites",3
"dictyocladia",3
"dictyocorne",3
"dictyomaria",3
"dictyophyllidites",3
"dictyoptera",3
"dictyopteridium",3
"dictyostrophia",3
"dictyotites",3
"didelphops",3
"dieconeura",3
"dierespongia",3
"diffalaba",3
"digitalis",3
"digoniostoma",3
"dikenaspis",3
"dilambda",3
"dilepis",3
"dimerocrinites (thysanocrinus)",3
"dimyella",3
"dinapate",3
"dinemoura",3
"dinocambala",3
"dinocycloceras",3
"dinomys",3
"dinopteryx",3
"diorhabda",3
"dipeltis",3
"diphoropria",3
"diphragmoceras",3
"diphuierinus",3
"diphyllum",3
"diplacodium",3
"diplaspis",3
"diplobune",3
"diploctenium",3
"diplodontias",3
"diplognathodus",3
"diplonevra",3
"diplopterus",3
"diplotaxodon",3
"dirias",3
"dischides",3
"discinella",3
"discocerina",3
"disconia",3
"disconorbis",3
"discophyllum",3
"discoramulina",3
"discosiphonella",3
"discotarbus",3
"disculina",3
"dispolaea",3
"dissoroceras",3
"distanescharella",3
"distemnostoma",3
"distolasterias",3
"distriatites",3
"distyrax",3
"ditoma",3
"dityloura",3
"doellotatus",3
"dolabritor",3
"doleropteris",3
"dolicheulota",3
"dolichopithecus",3
"dolichosina",3
"dolomys",3
"dolops",3
"doloresella",3
"domenginella",3
"domeykos",3
"donacites",3
"donacospiza",3
"dorilas",3
"dorlodotia",3
"dorsinia",3
"doryanthites",3
"doryceras",3
"dosimia",3
"dosinea",3
"doto",3
"douglasocaris",3
"douglassia",3
"drepanocarpus",3
"drifa",3
"dromatherium",3
"dromillopus",3
"dromodesmus",3
"druidwilsonia",3
"dryinus",3
"drymocrinus",3
"dryophthorus",3
"dryopterites",3
"dugesiella",3
"dukhania",3
"duncanoclema",3
"duncanopsammia",3
"dunckerocampus",3
"duopalatinus",3
"durgella",3
"durocarpus",3
"dusona",3
"dynamena",3
"dynamene",3
"dynamius",3
"dyschiriognatha",3
"dysplanus",3
"eatonina",3
"ebaeus",3
"ebala",3
"eccoptopsis",3
"echiaster",3
"echinochiton",3
"echinoderm spines",3
"echinohissus",3
"echinoid plates",3
"echinoroelia",3
"echinosphaera",3
"echinostoma",3
"echymipera",3
"ecmelostoiba",3
"ecnomus",3
"ectima",3
"ectoconodon",3
"ectocotyla",3
"ectopsocus",3
"edaphophyllum",3
"edaphus",3
"edentaria",3
"edestosaurus",3
"editharus",3
"editia",3
"edops",3
"edqaria",3
"eflugelia",3
"ega",3
"egertonodus",3
"egestula",3
"ehrmanniella",3
"eirmocrinus",3
"elachistoceras",3
"elaphodes",3
"elaphoglossum",3
"elaphurus",3
"eldregeops",3
"electrina",3
"eleodes?",3
"eleoscytalopus",3
"eleotridae",3
"eliasopora",3
"ellipsellipsopa",3
"ellipsostylus",3
"ellipsothyris",3
"elliptotellina",3
"elphidioides",3
"emathea",3
"embolaster",3
"emilites",3
"emmesa",3
"empo",3
"emu",3
"enaliornis",3
"enantia",3
"enantiomorphina",3
"enaphalodes",3
"enaulofungia",3
"enaustenia",3
"enchelurus",3
"encrusting",3
"endodiscosorus",3
"engelhardtioxylon",3
"enigmalites",3
"enneagonum",3
"enopadios",3
"enoplometopus",3
"enoploteuthis",3
"enterolasma(zaphrentis)",3
"enteromyces",3
"entodina",3
"entsochatella",3
"enypniastes",3
"enzinopsis",3
"eobucania",3
"eobucco",3
"eocaiman",3
"eodon",3
"eofalodus",3
"eofletcheria",3
"eographiodactylus",3
"eogsianites",3
"eohalysiocrinus",3
"eohemithyris",3
"eois",3
"eokarpinskia",3
"eoletes",3
"eoligonodina",3
"eomizzia",3
"eomonarachus",3
"eomyrophis",3
"eopara",3
"eoparisocrinus",3
"eophyllogonium",3
"eopinnixia",3
"eopsephaea",3
"eopteridangium",3
"eorchestia",3
"eosphargis",3
"eosteiromys",3
"eostentatrix",3
"eostriatolamia",3
"eotetranychus",3
"eotrinucleus",3
"eotrophonia",3
"epanthidium",3
"epanuraea",3
"epenthesis",3
"ephalus",3
"ephelopalla",3
"ephippias",3
"epiactis",3
"epiaster-macraster",3
"epiceltites",3
"epidendrium",3
"epidromia",3
"epiglypta",3
"epilepton",3
"epinga",3
"epinotia",3
"epiphaxum",3
"epiphragmorphora",3
"epiplatea",3
"episcada",3
"episcoposaurus",3
"epithemia",3
"epitoneum",3
"epizoanthus",3
"epophthalmia",3
"eporibatula",3
"equus, bos",3
"eractinopora",3
"eratoena",3
"erax",3
"eresiomera",3
"eretmodus",3
"erginus",3
"ericia",3
"eridocampylus",3
"eriella",3
"erimacrus",3
"erinaceomorpha",3
"eristenosia",3
"eristicophis",3
"ernestokokenia",3
"erodiscus",3
"erpetogomphus",3
"erpeton",3
"erpetopus",3
"errinopora",3
"erythemis",3
"erythrinidae",3
"eschara",3
"eschenbachia",3
"estesia",3
"ethmidium",3
"euaegotheles",3
"euantedon",3
"eubalta",3
"eucalyptophyllum",3
"eucharodus",3
"euchitonia",3
"euchoeca",3
"euclea",3
"euclymene",3
"eucope",3
"eudiocrinus",3
"eudiscoceras",3
"euetheia",3
"eugerygone",3
"eugina",3
"euglandulina",3
"eugnamptidea",3
"eugonatonotus",3
"euhomaloceras",3
"eulaceura",3
"eulidia",3
"eulimostraca",3
"eumacrocentrus",3
"eunotosaurus",3
"eunymphicus",3
"euomphalopsis",3
"euonychocrinus",3
"eupagurus",3
"euparkeria",3
"euparthenia",3
"euparyphus",3
"eupatorium",3
"eupetes",3
"euphenolia",3
"euphrania",3
"euphthiracarus",3
"eupleurophorus",3
"eupodes",3
"euporosteus",3
"eupsammia",3
"euptilon",3
"eurhinosea",3
"eurolophosaurus",3
"eurya",3
"euryacodon",3
"eurycoelon",3
"eurylepis",3
"euryletes",3
"eurymya",3
"euryphorus",3
"eurypogon",3
"eurypon",3
"eurysaces",3
"eurysyllis",3
"eusirus",3
"eusphaeroidina",3
"euspinolia",3
"eusyllis",3
"eutatus",3
"eutetramorium",3
"euthalenessa",3
"eutheia",3
"eutheria",3
"eutodorops",3
"eutriphora",3
"eutritonium",3
"eutrochitella",3
"euura",3
"evesthes",3
"evolutononion",3
"ewekoroia",3
"exobracon",3
"exochoderma",3
"exostema",3
"exspina",3
"eyriesia",3
"fabia",3
"fabiana",3
"facetal",3
"fadenia",3
"fahlbuschia",3
"falcotoya",3
"falites",3
"falloria",3
"falodus",3
"fanulum",3
"faristina stellata",3
"fascifodina",3
"fasciolites",3
"fasciporina",3
"fascispira",3
"faunal",3
"favonigobius",3
"faxegalathea",3
"fayettoceras",3
"feaella",3
"fedikovella",3
"felichthys",3
"fenestrapora",3
"ferugloia",3
"fiducia",3
"fijianella",3
"fish",3
"fistellaspongia",3
"fitzroyopora",3
"flabellaris",3
"flabellothyris",3
"flammeo",3
"fletcherithyris",3
"flindersicyathus",3
"floridemys",3
"fluda",3
"flumnicola",3
"foegia",3
"fonckia",3
"fontanelliceras",3
"foremanina",3
"formicilla",3
"forteyops",3
"francovichia",3
"frenula",3
"friginatica",3
"frillagalma",3
"frurionella",3
"fruticrustatum",3
"\fucoid\",3
"fuentes",3
"fundella",3
"fundicutis",3
"fungites",3
"fungus",3
"furcaria",3
"furipterus",3
"fusiformisporites",3
"fusigobius",3
"fusitoma",3
"fusitriton \buccinum\",3
"gümbelina",3
"gabella",3
"gabonita",3
"gagrellula",3
"galeodia",3
"galesaurus",3
"galidictis",3
"gallowayia",3
"gallowayina",3
"gambrus",3
"gammarellus",3
"ganonema",3
"gaphyrites",3
"gardineroseris",3
"garrettia",3
"garritornis",3
"garypinus",3
"gaspercyrtoceras",3
"gastropod",3
"gastrops",3
"gastropsetta",3
"gastrothylax",3
"gaussia",3
"gebula",3
"gefonia",3
"gehringia",3
"geissanthus",3
"geloptera",3
"genicularia",3
"genyochromis",3
"geomysaprinus",3
"geostilbia",3
"geranoaetus",3
"geranocephalus",3
"gerapompus",3
"geroldicrinus",3
"gervaisia",3
"gibberulina",3
"giganticlavus",3
"gilbertina",3
"gilibertia",3
"gillechinus",3
"gillellus",3
"girtya",3
"girvanicystis",3
"gisacanthostega",3
"giuris",3
"glabroculus",3
"glaciliscala",3
"glandulocaudinae",3
"glaphurochiton",3
"glaphyrammina",3
"glauconomella",3
"glaukerpeton",3
"globiocephalus",3
"globulus",3
"glomerata",3
"glomites",3
"glomodiscus",3
"glossamia",3
"glossifungites",3
"glossobalanus",3
"glossophyllum",3
"gluphisia",3
"glycimeras",3
"glyphasis",3
"glyphoneustes",3
"glyptaspis",3
"glyptocidaris",3
"glyptopleuroides",3
"glyptoscelimorpha",3
"gnathamitermes",3
"gnathocharax",3
"gnathodentex",3
"gnosonesima",3
"gobiomorphus",3
"gobiopsis",3
"goleba",3
"goleocrinus",3
"gomphina",3
"gonepteryx",3
"gongylothorax",3
"goniobrochus",3
"goniocrinus",3
"gonionenia",3
"goniorhynchus",3
"goniotrema",3
"goniotrypa",3
"goniurosaurus",3
"gonorynchus",3
"gortanipora",3
"gossypium",3
"gottoina",3
"gourmya",3
"gracilariopsis",3
"gracilechinus",3
"gradungula",3
"graminicola",3
"grammicolepis",3
"grammoplites",3
"granata",3
"grandispora",3
"graneledone",3
"grantia",3
"graptodera",3
"graptoleberis",3
"graviscalpellum",3
"grevillea",3
"grimpoteuthis",3
"groebertherium",3
"groveroxylon",3
"gruenewaldtia",3
"gryaulus",3
"gryphae",3
"gualtieria",3
"gudusia",3
"guerangericeras",3
"guianonus",3
"gwyneddichnium",3
"gyalorhethium",3
"gylippus",3
"gymnanthenea",3
"gymnapistes",3
"gymnarchus",3
"gymnobisium",3
"gymnocrex",3
"gymnosoma",3
"gyrodendron",3
"gyroscala",3
"gyrosoria",3
"hadrachne",3
"hadromorphus",3
"hadropoda",3
"haematoderus",3
"haementeria",3
"hagensia",3
"hagenulus",3
"hainosaurus",3
"halecopsis",3
"halicetus",3
"halieutopsis",3
"haliporus",3
"halkieria",3
"halla",3
"hallaspis",3
"haloa",3
"halocladius",3
"halopsis",3
"halotudora",3
"hamanella",3
"hamulosodina",3
"hancornia",3
"hapalogenys",3
"hapalotremus",3
"haplogale",3
"haptaenida",3
"haptocrinus",3
"hardistiella",3
"harmomastix",3
"haroldius",3
"harpacticus",3
"harpe",3
"harpiocephalus",3
"harpyodus",3
"harsiesis",3
"hastigerinella",3
"haswellia",3
"haurakia",3
"hearteocrinus",3
"hebertilla",3
"hecubides",3
"hegemona",3
"helagras",3
"helicocranchia",3
"helicofusus",3
"helicomorpha",3
"helicotama",3
"heliobletus",3
"heliofungia",3
"helioseris",3
"heliostylus",3
"hellicella",3
"hellula",3
"helminthoidea",3
"helmintholepis",3
"helmirithoglypta",3
"helocombus",3
"helogenes",3
"hemiarthrus",3
"hemibates",3
"hemicena",3
"hemicordylus",3
"hemicyclammina",3
"hemicypris",3
"hemihyalea",3
"hemilienardia",3
"hemimeryx",3
"heminwayina",3
"hemiodontichthys",3
"hemipenthes",3
"hemiphrynus",3
"hemiscyllium",3
"hemisilurus",3
"hemismittoidea",3
"hemithyone",3
"hemitilapia",3
"hemotrochus",3
"henrisporites",3
"hepaticites",3
"heptathela",3
"heraclea",3
"heraeus",3
"heraultia",3
"herentia",3
"hermitia",3
"herpetocypris",3
"herrerasaurus",3
"herse",3
"hersiliola",3
"hesperidella",3
"hesperotychus",3
"hesperumia",3
"heteralepas",3
"hetereleotris",3
"heterlimnius",3
"heterobrochus",3
"heterocongrinae",3
"heterocypris",3
"heterocythereis",3
"heterodona",3
"heterodontosaurus",3
"heterogaspis",3
"heterohyus",3
"heteroiulus",3
"heterojapyx",3
"heteronuncia",3
"heteropolypus",3
"heteropus",3
"heterothyone",3
"heterozaptyx",3
"heterozona",3
"hiatensor",3
"hiatobairdia",3
"hiatovula",3
"hibbardia",3
"hierosaurus",3
"hindeodina",3
"hintzespongia",3
"hipparionoceras",3
"hippichthys",3
"hippocampoides",3
"hippolysmata",3
"hipporhinus",3
"hipposyus",3
"hippotherium",3
"hirthia",3
"histiothrissa",3
"histurgops",3
"hochstetteria",3
"hodiernocynips",3
"hoekaspis",3
"hogmochilina",3
"holarchus",3
"holasterella",3
"holcocystis",3
"holistophallus",3
"holkopollenites",3
"hologerrhum",3
"holorusia",3
"holstonia",3
"holteria",3
"homaeotarsus",3
"homalanthus",3
"homalaxis",3
"homalina",3
"homalota",3
"homaluroides",3
"homaspis",3
"homeoarchicorys",3
"homiphoca",3
"homoeosolen",3
"homomia",3
"homophylax",3
"hoolock",3
"hoplisoides",3
"hoplisus",3
"horcotes",3
"horisme",3
"horriditriletes",3
"howellitubus",3
"hubachia",3
"hubertschenekia",3
"hudsonia",3
"huenia",3
"huerfanius",3
"huerfanodon",3
"huhatanka",3
"hulenites",3
"humiriaceoxylon",3
"hurdia?",3
"hyalimax",3
