"family","reps"
"Mesognathariidae",12
"Micropholcommatidae",12
"Myacidae",12
"Mydiae",12
"Myocastoridae",12
"Neolepetopsidae",12
"Neophyllobiidae",12
"Nereidae",12
"Nerillidae",12
"Norellidae",12
"NUCLEOLITIDAE",12
"Orthomylacridae",12
"Oviraptoridae",12
"Pagodiidae",12
"PALAEOCORYSTIDAE",12
"Palaeololiginidae",12
"Palaeosmiliidae",12
"Panaeidae",12
"Parabolonoididae",12
"Paranorellidae",12
"Parathuramminidae",12
"Passalidae",12
"PATELLIDAE",12
"Peachocarididae",12
"Pedinidae",12
"Penetrantiidae",12
"Phidoloporidae",12
"Philosciidae",12
"PHLLODONTIDAE",12
"Phrosinidae",12
"PONTOCYPRIDIDAE",12
"Pontoporeiidae",12
"Popofskyellidae",12
"Porostromataceae",12
"PSEUDOMELANIIDAE",12
"PSEUDOPARRELLIDAE",12
"PSEUDORBITOIDIDAE",12
"PTERINEIDAE",12
"Pterogeniidae",12
"PTYCHOLEPIDIDAE",12
"Pylentonemidae",12
"Rhabdornithidae",12
"Rhinoceratidae",12
"RHYNCHOSPIRINIDAE",12
"Ricaniidae",12
"Rugiglobigerinidae",12
"Schisandraceae",12
"Scutelleridae",12
"Sebecidae",12
"Spongophyllidae",12
"Straparollinidae",12
"Strepomatidae",12
"TAPIRIDAE",12
"Tettigellidae",12
"Thaumatoneuridae",12
"Thelodontidae",12
"Tischeriidae",12
"Titanichthyidae",12
"Trimeroceratidae",12
"TRINUCLEIDAE",12
"Triticitidae",12
"Tryblidiidae",12
"Urechidae",12
"Vinellidae",12
"VOLUTOMITRIDAE",12
"WATERSTONELLIDAE",12
"Xiphiiddae",12
"Yponomeutidae",12
"? Zamiaceae",12
"Zatrachyidae",12
"Aciculidae",11
"Acroloxidae",11
"Aiptasiidae",11
"ALLOSAURIDAE",11
"Amphilochidae",11
"Amphitheriidae",11
"Anysidae",11
"Archaeocrinida",11
"Archasteridae",11
"Ateleopodidae",11
"Avicenniaceae",11
"Bairdiididae",11
"Balanidae?",11
"Bradyinidae",11
"Brisingidae",11
"Camerospongiidae",11
"Candacidae",11
"Ceratocystidae",11
"Ceratosauridae",11
"Ceutholestidae",11
"Chamaemyiidae?",11
"Chamopsiidae",11
"Chapattimyidae",11
"CHELODESMIDAE",11
"CHITONIDAE",11
"Chondrillidae",11
"Codiaceae",11
"Coeliaxidae",11
"Coelurosauridae",11
"Crytobranchidae",11
"Cyamiidae",11
"Cyclocrinidae",11
"Cytheaceae",11
"Dartmuthiidae",11
"Dascillidae",11
"Didymograptidae",11
"DIENEROCERATIDAE",11
"Dimorphodontidae",11
"Discorbinellidae",11
"Echinocystitidae",11
"Echinoneidae",11
"Echinorhynchidae",11
"Elaeagniaceae",11
"Emmelichthyidae",11
"Emuellidae",11
"Endymioniidae",11
"EOPTOLAMNIDAE",11
"EOTOMARIIDAE",11
"Ephippelasmatidae",11
"Euglenidae",11
"Eusiridae",11
"Exochellidae",11
"Fasciolidae",11
"Fuhrmannodesmidae",11
"Funiculinidae",11
"Geraniaceae",11
"Globanomalinidae",11
"Globigerinelloididae",11
"Glypheidae",11
"GRAPSIDAE",11
"Halcuriidae",11
"Halimedaceae",11
"Haplodesmidae",11
"Heleidae",11
"Hexagenitidae",11
"Hexapodidae",11
"HIODONTIDAE",11
"Histocidaridae",11
"HYLIDAE",11
"Ichneumoninae",11
"IRAVADIIDAE",11
"Isograptidae",11
"Janassidae",11
"Kayentachelyidae",11
"Lepitellidae",11
"Linuchidae",11
"Lithosiidae",11
"Lohmanniidae",11
"LOPHOPHYLLIDIIDAE",11
"Malachiidae",11
"MARGINIFERIDAE",11
"Martinniidae",11
"Mermithidae",11
"MICRASTERIDAE",11
"Micromelerpetontidae",11
"Misthodotidae",11
"Monocentridae",11
"Nepidae",11
"Newtoniellidae",11
"Nothosauridae",11
"OPHIOTHRICIDAE",11
"Oppiidae",11
"OROMERYCIDAE",11
"Orthonitidae",11
"PALAEOMERYCIDAE",11
"Palaeophiidae",11
"Pamiroseriidae",11
"Peneroplidea",11
"PENTREMITIDAE",11
"Permoberothidae",11
"PHORUSRHACIDAE",11
"Phragmodontidae",11
"PICRODONTIDAE",11
"Piophilidae",11
"Plakobranchidae",11
"PLANORBULINIDAE",11
"PLATYSOMIDAE",11
"PLEURODESMATIDAE",11
"Porodiscidae",11
"Portulacaceae",11
"Pourtalesiidae",11
"Protoneuridae",11
"Pseudoorthoceratidae",11
"Pseudopavonidae",11
"Pteronarcidae",11
"Reineckeidae",11
"Rhabdosteidae",11
"Rhenocrinidae",11
"RHIZODONTIDAE",11
"Ruppiaceae",11
"Salicaeae",11
"Sculdidae",11
"Secuicollactidae",11
"Serolidae",11
"Speightiidae",11
"Sphenopteridae",11
"Sphenosuchidae",11
"Stereolasmatidae?",11
"Stromateoids",11
"Strongylophthalmyiidae",11
"Textulariellidae",11
"Thamnocephalidae",11
"Tripocalpidae",11
"Tropidophiidae",11
"UMBRACULIDAE",11
"Unassigned",11
"Verrucidae",11
"XENOSAURIDAE",11
"ZAPHRENTIDAE",11
"Zygobolbidae",11
"Acartiidae",10
"Acontoniscidae",10
"AMBOCOELIIDAE",10
"Amphiastraeidae",10
"AMYNODONTIDAE",10
"ANCYLIDAE",10
"Anotopteridae",10
"Anthrocerotaceae",10
"Aphyonidae",10
"Arvicolidae",10
"Ausktribosphenidae",10
"Austrochilidae",10
"Bassleroceratidae",10
"Becksiidae",10
"Beraeidae",10
"Bethanyphyllidae",10
"Blephariceridae",10
"Bolosauridae",10
"Bothriolepididae",10
"Buccinidae?",10
"Bufinidae",10
"BUXTONIIDAE",10
"Callocysititidae",10
"Carneyellidae",10
"Carybdeidae",10
"Carychiidae",10
"Carydiidae",10
"Cassiopeidae",10
"Caulophrynidae",10
"Cavolinidae",10
"Cephalotrichidae",10
"Chaetocerotaceae",10
"Chilenophilidae",10
"Chionididae",10
"CICHLIDAE",10
"Clausiidae",10
"Clausocalanidae",10
"Cleidothaeridae",10
"Conorboididae",10
"Corallanidae",10
"CORNULITIDAE",10
"Corycaeidae",10
"Cryptogeobiidae",10
"Cucurbitaceae",10
"Cuninidae",10
"Curticidae",10
"Cycloconchidae",10
"Cycloctenidae",10
"Cymbaeremaeidae",10
"Cyrtocalpidae",10
"Daubentoniidae",10
"Delphacidae",10
"Deltatheriidae",10
"Dendrophyllia",10
"DERBYIIDAE",10
"Diapleuridae",10
"Dicranograptiidae",10
"Dicrocoeliidae",10
"Didymitidae",10
"Discosauriscidae",10
"Discosoridae",10
"ECHINOCYAMIDAE",10
"EGGERELLIDAE",10
"Ellipsidiidae",10
"Elmoidae",10
"Ethmophyllidae",10
"Euestheriidae",10
"Eumunididae",10
"FALCATIDAE",10
"Flabellinidae",10
"Geranoididae",10
"GERYONIDAE",10
"Gigantopteridaceae",10
"GINGLYMOSTOMATIDAE",10
"Graculavidae",10
"Haplozetidae",10
"Heliolithaceae",10
"HEMICIDARIDAE",10
"Hexagonelliidae",10
"Histocidariidae",10
"Houmiriaceae",10
"Hydrometridae",10
"Ichthyostegidae",10
"Idiornithidae",10
"Isocardiidae",10
"Juglandaceae  Juglan",10
"Kallosinistrala",10
"Karpinskiidae",10
"KIRKBYIDAE",10
"Kleopatrinidae",10
"Lampriformes",10
"Lauxaniidae?",10
"Lecaniidae",10
"Leucosoleniidae",10
"Luciellidae",10
"Lycopteridae",10
"Macrothricidae",10
"Mecicobothriidae",10
"Megalodontesidae",10
"MESODESMATIDAE",10
"Michelinoceratidae",10
"Molannidae",10
"MORMOOPIDAE",10
"Muensteroceratidae",10
"MURCHISONIIDAE",10
"Narthecoceratidae",10
"NEOCOMITIDAE",10
"Nitzschiaceae",10
"Notodendrodidae",10
"Ocyropsidae",10
"Odantaspidae",10
"Odontasteridae",10
"Ottokariaceae",10
"Pachypleurosauridae",10
"Palasteriscidae",10
"Paleopneustidae",10
"Paludicellidae",10
"Passifloraceae",10
"PERCIDAE",10
"Pericosmidae",10
"Periphyllidae",10
"Perlodidae",10
"Permochoristidae",10
"PERONOPSIDAE",10
"Petromyidae",10
"Phthiracaridae",10
"Platyclymeniidae",10
"Platycnemididae",10
"Pleioptygmatidae",10
"Plutellidae",10
"Polyedridae",10
"Poracanthodidae",10
"POROMYIDAE",10
"Primobucconidae",10
"PRISTODONTIDAE",10
"PROSIRENIDAE",10
"Pseudophasmatidae",10
"Ptilodactylidae",10
"Ptychoderidae",10
"Ptychomphalidae",10
"Purpurinidae",10
"RHYNCHONELLIDAE",10
"Robertinidae",10
"Sagittariidae",10
"Scalibregmidae",10
"Scelidotheriidae",10
"Scorpiopsidae",10
"Scrophulariaceae",10
"Scutigerinidae",10
"Sepsidae",10
"Siphlonuridae",10
"Solenomyidae",10
"Stagonolepidae",10
"Staurosphaeridae",10
"STELLIPORIDAE",10
"Stenochiridae",10
"Stereopteridae",10
"Stylonuridae",10
"Stylophyllidae",10
"Superstitionidae",10
"Theodossidae",10
"TREMATIDAE",10
"Tribrachyocrinidae",10
"Tridenchthoniidae",10
"Trigonocarpaceae",10
"Trypetesidae",10
"Uraliniidae",10
"Welleritidae",10
"Xiphocarididae",10
"Acervuleariidae",9
"Achilixiidae",9
"Acoraceae",9
"Acrolophidae",9
"Adeonidae",9
"Aipoceratidae",9
"Alabamidae",9
"ALBULIDAE",9
"Allodelphinidae",9
"Amphibamidae",9
"Amphimerycidae",9
"Amphinectidae",9
"Anthuridae",9
"Apodasmocrinidae",9
"Archinacella",9
"Argyresthiidae",9
"Ascarididae",9
"Asclepiadaceae",9
"Asteropectinidae",9
"Atelecrinidae",9
"Axinolobidae",9
"BAENIDAE",9
"BAPTORNITHIDAE",9
"Bernardinidae",9
"Bistomiacystidae",9
"Bochicidae",9
"Botryopteridaceae",9
"Brachioteuthidae",9
"Bucanellidae",9
"Buccinoidea",9
"Bullariidae",9
"Calamophylliidae",9
"Calometridae",9
"Calycopsidae",9
"Camisiidae",9
"CAVUSGNATHIDAE",9
"Cerianthidae",9
"Cestraciontidae",9
"Charinidae",9
"Chenendoporidae",9
"Cheyletidae",9
"CLIONAIDAE",9
"Clonocrinidae",9
"Coccoidea",9
"Columnariidae",9
"CORNIROSTRIDAE",9
"Crotalocrinidae",9
"Cryptodesmidae",9
"Cyrtocerinidae",9
"Dicranaceae",9
"Didymoconidae",9
"DIPLODOCIDAE",9
"Ditaxineuridae",9
"DOLICHOMETOPIDAE",9
"ECHIMYIDAE",9
"ELACHISINIDAE",9
"ELECTRIDAE",9
"Ellobidae",9
"Etyidae",9
"Eumastacidae",9
"Eupsammidae",9
"Eurypatagidae",9
"Euspirocrinidae",9
"Fauveliopsidae",9
"FISCHERINIDAE",9
"Fissurelloidea",9
"Flindersicyathidae",9
"Furipteridae",9
"Ganeriidae",9
"Gasterophilidae",9
"Gastornithidae",9
"Glabratellidae",9
"Halicretidae",9
"Hapalodectidae",9
"Homalodotheriidae",9
"Homotrematidae",9
"HORNERIDAE",9
"HYGROMIIDAE",9
"Inachidae",9
"Ischyropsalidae",9
"Juanognathidae",9
"Kloedeniidae",9
"Koenenitidae",9
"Kuehneosauridae",9
"LAHILLIIDAE",9
"Latrididae",9
"Leiodorellidae",9
"Lernaeopodidae",9
"Lernoaeodiscidae",9
"Liphistiidae",9
"Lipogenyidae",9
"Lithostotionidae",9
"Lobitidae",9
"Lophopodidae",9
"Macrocystellidae",9
"Megalichthyidae",9
"Meiolaniidae",9
"Melastomataceae",9
"Metagnostidae",9
"MICROPORIDAE",9
"Mniaceae",9
"Monophorasteridae",9
"Nematistiidae",9
"NEPTUNEIDAE",9
"NUCINELLIDAE",9
"Ochnaceae",9
"Omalaxidae",9
"Omphalophloiaceae",9
"Orthopsidae",9
"OSTEOGLOSSIDAE",9
"Ottoiidae",9
"Pachyteuthidae",9
"Pakicetidae",9
"Palaelodidae",9
"Palaeorhynchidae",9
"Pantolambdodontidae",9
"Parasaturnalidae",9
"Paryphantidae",9
"Pastoralodontidae",9
"Pectinoidae",9
"Pelagothuridae",9
"PENTAMERIDAE",9
"Pentaphyllidae",9
"Permopsocidae",9
"Phaenocalpidae",9
"Phlycticrioceratidae",9
"Phosichthyidae",9
"Phyllidiidae",9
"Phyllolepidae",9
"Plasiacystidae",9
"Platycrinus",9
"Platystictidae",9
"Plectonemertidae",9
"Pleuropholidae",9
"POLYGNATHIDAE",9
"Polythoridae",9
"Porcellanasteridae",9
"Potamogalidae",9
"Prionorhynchiidae",9
"Prodromitidae",9
"Proplinidae",9
"Prosorhochmidae",9
"Protocrinitidae",9
"Pseudoguadryinidae",9
"Pterophoridae",9
"PUGNELLIDAE",9
"Pycnodonteidae",9
"Pyramidulidae",9
"Pyxillaceae",9
"Saurocephalidae",9
"Sclerocrinidae",9
"Scleromochlidae",9
"Stegodontidae",9
"Stenopsychidae",9
"Stomolophidae",9
"THAIDIDAE",9
"Thalassiosiraceae",9
"Theopiliidae",9
"Tiaropsidae",9
"Triassothripidae",9
"Trichobranchidae",9
"Trichogrammatidae",9
"Trigonitretidae",9
"Tristychiidae",9
"Tropidocoryphidae",9
"TROPIDOLEPTIDAE",9
"Tubulariidae",9
"TUMIDOCARCINIDAE",9
"Tylodinidae",9
"Unknown",9
"Urechinidae",9
"Varanopseidae",9
"Varunidae",9
"Velellidae",9
"Vendotaeniaceae",9
"Virgulinidae",9
"Xiphodontidae",9
"Acanthaceae",8
"Aeropsidae",8
"Alcidea",8
"Alismataceae",8
"Alphelecrinidae",8
"Angariidae",8
"Anthracophausiidae",8
"Aphelecrinidae",8
"Arcyzonidae",8
"Asilidae?",8
"Asteractinellidae",8
"Ateleaspidae",8
"AULOSTEGIDAE",8
"Australothecidae",8
"BACTRITIDAE",8
"Baicaliidae",8
"Bananogmiidae",8
"Belemnopsidae",8
"Belosaepiidae",8
"Bemalambdidae",8
"Berytidae",8
"Bioclaustration",8
"BOIDAE",8
"BOURGUETICRINIDAE",8
"Brachylepadidae",8
"BRANCHIOSAURIDAE",8
"Brooksellidae",8
"BRYOCRYPTELLIDAE",8
"Buxaceae",8
"Caenagnathidae",8
"Caenopithecinae",8
"Calamophyllidae",8
"Calandridae",8
"Calclamnidae",8
"Campanulaceae",8
"CARPOLESTIDAE",8
"Casuarinaceae",8
"Catillocrinidae",8
"Celaenopsidae",8
"Cephaloidae",8
"Ceresidae",8
"Chamaemyiidae",8
"Chelonibiidae",8
"Cheluridae",8
"CHILIDIOPSIDAE",8
"CHINCHILLIDAE",8
"Chinianasteridae",8
"Choristellidae",8
"Chthamalidae",8
"Cleithrolepidae",8
"Conorbinidae",8
"Cordulegastridae",8
"Cordylododontidae",8
"Corythoecidae",8
"Cossidae",8
"Crangonictyidae",8
"Crioceratitidae",8
"Cryptoclididae",8
"CRYPTOPORIDAE",8
"Ctenodrilidae",8
"Cuculionidae",8
"Culicidae?",8
"Cymbuliidae",8
"CYRTOLITIDAE",8
"Cytheromatidae",8
"Daudebardiidae",8
"Dawsonellidae",8
"Derbyidae",8
"Desidae",8
"Dorydermatidae",8
"EDESTIDAE",8
"Eocypraeidae",8
"Eremaeidae",8
"Erodonidae",8
"Escalloniaceae",8
"ESOCIDAE",8
"Eucochlidae",8
"EUOMPHALIDAE",8
"Eurytomidae",8
"Exocrinidae",8
"Expressophyllidae",8
"Flosculariidae",8
"Freyellidae",8
"Fungivoridae",8
"Galesauridae",8
"Gillediidae",8
"GITOLAMPADIDAE",8
"Gonatidae",8
"GONEPLACIDAE",8
"Gorgonopsidae",8
"Gradungulidae",8
"Gregoriidae",8
"Gryllacrididae",8
"Gyronitidae",8
"Hamshawviaceae",8
"HAPLOLEPIDAE",8
"Hebridae",8
"HELICODISCIDAE",8
"HOLLINELLIDAE",8
"Holoclemensiidae",8
"Hydridae",8
"Hydrochidae",8
"Ichneumonidae?",8
"IDIOGNATHODONTIDAE",8
"Indianidae",8
"Iniopterygidae",8
"Jereidae",8
"Kaliapsidae",8
"Karreriidae",8
"KINOSTERNIDAE",8
"Kirkbyellidae",8
"Lebachiaceae",8
"Lepidogalaxiidae",8
"Leucaltidae",8
"Linoporellidae",8
"LINOPRODUCTIDAE",8
"Loxostomidae",8
"Lucinoidea",8
"Lydekkerinidae",8
"Macrochelidae",8
"Margarodidae",8
"MARJUMIIDAE",8
"MELANOPSIDAE",8
"Mesocestoididae",8
"Metabolocrinidae",8
"Metoptomatidae",8
"Microporellidae",8
"Microsolenidae",8
"Mimagoniatitidae",8
"Moniligastridae",8
"Mordellidae?",8
"Myrmecobiidae",8
"Nemacheilidae",8
"Neomphalidae",8
"Nepeiidae",8
"OBOLIDAE",8
"Ochyroceratidae",8
"Odacidae",8
"ODONTOPHORIDAE",8
"Oestridae",8
"Ophichthyidae",8
"ORTHALICIDAE",8
"OSMERIDAE",8
"Palaeostomatidae",8
"Pandaceae",8
"Paracytheridae",8
"Paradoxidae",8
"Parasitidae",8
"Parastriatoporidae",8
"Pectinidae?",8
"PELLATISPIRIDAE",8
"Pentametrocrinidae",8
"Peripsocidae",8
"Phloeodictyidae",8
"Phyllocystidae",8
"Pimoidae",8
"PLACENTICERIDAE",8
"Polyphemidae",8
"Poraniidae",8
"PRIONIODONTIDAE",8
"PRODUCTIDAE",8
"Prolobitidae",8
"Proterocidaridae",8
"PROTOROTHYRIDIDAE",8
"Provannidae",8
"Psettodidae",8
"Pseudotissotiidae",8
"Pseudoudotaceae",8
"Pteronarcyidae",8
"Ptolemaiidae",8
"Pulvinitinae",8
"Pygaulidae",8
"Pyrgotidae",8
"Rhombondontidae",8
"Sarcobataceae",8
"Scatopsidae?",8
"scincidae",8
"Scytaliidae",8
"Selenodontia",8
"Simuliidae?",8
"Sinemydidae",8
"Siphogonuchitidae",8
"Sollasellidae",8
"Sprigginaceae",8
"Stenopterygiidae",8
"STILOSTOMELLIDAE",8
"Strigeidae",8
"STRIGIDAE",8
"STROMATOPORIDAE",8
"Symbiidae",8
"Syringoporidae?",8
"TAIOMIDAE",8
"Tendipedidae",8
"Terebratulinidae",8
"Textulariopsidae",8
"Thalassemyidae",8
"THALASSINIDAE",8
"Thryptodontidae",8
"Thyreocoridae",8
"Toxotidae",8
"Trachycardiidae",8
"Traquairidae",8
"Tremachoridae",8
"TREMATOPORIDAE",8
"Trichodactylidae",8
"TUBINELLIDAE",8
"TUBUCELLARIIDAE",8
"Tychobraheidae",8
"Vermilionidae",8
"ZANTHOPSIDAE",8
"Abrocomidae",7
"Abylidae",7
"Acanthisittidae",7
"ACANTHOCERATIDAE",7
"Achipteriidae",7
"Adrianichthyidae",7
"Agelasiidae",7
"Aglaspididae",7
"AMALTHEIDAE",7
"Ambocoeliidae?",7
"Anamesocrinidae",7
"Anisopodidae?",7
"Anonaceae",7
"Antroporidae",7
"Arthroclemidae",7
"Ascaridae",7
"Ascidiidae",7
"ASTERIGERINIDAE",7
"Aulacodiscaceae",7
"Aulopidae",7
"Azoricidae",7
"BAKEVELLIDAE",7
"Barbourisiidae",7
"BATRACHOSAUROIDIDAE",7
"Belontiidae",7
"Benthosuchidae",7
"Berounellidae",7
"Bitectiporidae",7
"Boliidae",7
"Botsfordiidae",7
"Bryaceae",7
"Cardiolidae",7
"CARYOCRINITIDAE",7
"CATHARTIDAE",7
"Catopygids",7
"Cichildae",7
"Cingulopsidae",7
"CLAVATULIDAE",7
"Clupeiformes",7
"Coccodiscidae",7
"COLLONIIDAE",7
"Commelinaceae",7
"Commentryidae",7
"Compsognathidae",7
"Conolidea",7
"CONULIDAE",7
"CORIXIDAE",7
"Cottocomephoridae",7
"Cratenemertidae",7
"CROTAPHYTIDAE",7
"Ctenothrissidae",7
"Cuterebridae",7
"Cyprenidae",7
"Cypridae",7
"CYRTINIDAE",7
"Cystiosomatidae",7
"Danubitidae",7
"Daviesiellidae",7
"Dermosmiliidae",7
"Derodontidae",7
"Dexaminidae",7
"Diastomidae",7
"Dibrachicystidae",7
"Dicerocardiidae",7
"DIELASMATIDAE",7
"Dimitobelidae",7
"Diploneidaceae",7
"Diplostomatidae",7
"Dipterocarpaceae",7
"Discoceratidae",7
"Discocoeliidae",7
"Dolerolenidae",7
"ECHINARACHNIIDAE",7
"Ekvasophyllidae",7
"Elateridae?",7
"Elphiidiidae",7
"Elpidocrinidae",7
"ENDOCERATIDAE",7
"Eoacmaeidae",7
"Ephippioceratidae",7
"Escadabiidae",7
"Estonioceratidae",7
"Eumorphocystidae",7
"Euryleptidae",7
"Family indet",7
"Fustiariidae",7
"GASTRODONTIDAE",7
"GLYPTOCRINIDAE",7
"Gonibregmatidae",7
"Hadrodontidae",7
"Halisarcidae",7
"Haloclavidae",7
"Haustoriidae",7
"Hemiaulaceae",7
"Heptranchidae",7
"HIPPOTHOIDAE",7
"HIPPURITIDAE",7
"holdfast",7
"Holmphyllidae",7
"Hormogastridae",7
"Hybocystidae",7
"Hydractinidae",7
"Hyloplesiontidae",7
"Hyocrinidae",7
"Idmoneidae",7
"ILLAENIDAE",7
"Japygidae",7
"Juncitarsidae",7
"Jungermanniaceae",7
"Lagriidae",7
"Latiidae",7
"Leioclemidae",7
"Lepidocentriadae",7
"Limnadopsidae",7
"Liotiidae",7
"LONGODROMITIDAE",7
"Lorisidae",7
"Loxocemidae",7
"LYONSIIDAE",7
"Mantidae",7
"Mastigiidae",7
"Megalopsalididae",7
"Melinidae",7
"Melosiraceae",7
"Mesopsocidae",7
"Messelornithidae",7
"Mesungulatidae",7
"Metaniidae",7
"Microcytheridae",7
"MICROPTERNODONTIDAE",7
"Mictyridae",7
"Milacidae",7
"Mitromorphidae",7
"Mixosauridae",7
"MONOPHORASTERIDAE",7
"Mutelidae",7
"Myxillidae",7
"NEMAGRAPTIDAE",7
"Nidaliidae",7
"Nogodinidae",7
"Nympheaceae",7
"Ocnerodrilidae",7
"Oithonidae",7
"OMALAXIDAE",7
"Onchocercidae",7
"Osmeroididae",7
"Ostreoidea",7
"OTOLITHS",7
"OXYAENIDAE",7
"PACHYTEUTHIDAE",7
"Palaeocyclidae",7
"Pantodontidae",7
"Paraiulidae",7
"Parakalummidae",7
"Paratanaidae",7
"Parvicingulidae",7
"Pedicellasteridae",7
"Pellatispiridae",7
"PELODYTIDAE",7
"Peristediidae",7
"PICKWORTHIIDAE",7
"Pilumnidae",7
"PISIDAE",7
"Plagioglyptidae",7
"Plakinidae",7
"Planulidae",7
"Plotopteridae",7
"Podocyrtidae",7
"POLYMIXIIDAE",7
"Pontellidae",7
"Porpitidae",7
"POWICHTHYIDAE",7
"PRAENUCULIDAE",7
"Pristerognathidae",7
"Pristodontidae",7
"Propliopithecidae",7
"PSAMMOSTEIDAE",7
"Psephodontidae",7
"Pseudolestidae",7
"Ptycholepididae",7
"Ptychophyllidae",7
"Ptychotrygonidae",7
"Pyemotidae",7
"Ramulininae",7
"RETZIIDAE",7
"Rheidae",7
"Rhombiferidae",7
"Romancheinidae",7
"Rugoglobigerinidae",7
"Salpidae",7
"SALVINIACEAE",7
"Sarsiellidae",7
"Scalidae",7
"Schizophoridae",7
"SCYLLARIDAE",7
"Silvanidae",7
"Solanocrinitidae",7
"Speleonectidae",7
"SPHENODISCIDAE",7
"Spiroceratidae",7
"Stachyocrinidae",7
"Steginoporellidae",7
"Stenopidae",7
"Stomopneustidae",7
"Strongylidae",7
"Synastraeidae",7
"Synlestidae",7
"Tanyderidae",7
"Tealliocarididae",7
"Telemidae",7
"TEMNOPLEURIDAE",7
"Tergipedidae",7
"Termopsidae",7
"Terquemiidae",7
"TERVIIDAE",7
"TETRAPLARIIDAE",7
"Thalassematidae",7
"Theodosiidae",7
"Thilipsuridae",7
"Tissotiidae",7
"Titusvilliidae",7
"Tonicellidae",7
"TRAGULIDAE",7
"TREMATASPIDIDA",7
"Triceriatiaceae",7
"Trichodontidae",7
"Tritoniidae",7
"Tschernoviaceae",7
"Tubiluchidae",7
"TYCHIDAE",7
"TYLOSTOMATIDAE",7
"TYRANNOSAURIDAE",7
"Umbellulidae",7
"Urodellidae",7
"Urothripidae",7
"VARANOPSEIDAE",7
"VERNEUILINIDAE",7
"Volvatellidae",7
"Wemersoniellidae",7
"Xeniidae",7
"Xenomartiniidae",7
"Zygophyllaceae",7
"Acanthostegidae",6
"Acrochordiceratidae",6
"ACROLOXIDAE",6
"Aegeridae",6
"Afrotarsiidae",6
"AGASSIZODONTIDAE",6
"Agrionidae",6
"Agyrtidae",6
"Allostethidae",6
"Alokistocarridae",6
"Alseuosmiaceae",6
"Alveolinellidae",6
"Alvinellidae",6
"AMBLYPTERIDAE",6
"Amborellaceae",6
"AMPHISBAENIDAE",6
"Angusticardiniidae",6
"Anisotrypidae",6
"Anoplopomatidae",6
"Anthracomartidae",6
"Aporometridae",6
"Archaeorthidae",6
"Archaeosigillariaceae",6
"ARCHERIIDAE",6
"Archipsocidae",6
"Argidae",6
"Armadillidae",6
"Artiscidae",6
"Asteroarchaediscidae",6
"Asteropseidae",6
"Astraeomorphidae",6
"ASTRAEOSPONGIIDAE",6
"Athyrisinidae",6
"Atopetholidae",6
"Avisauridae",6
"Avoninidae",6
"Azhdarchidae",6
"Bacillariaceae",6
"Bagotidae",6
"Baptornithidae",6
"Barbouriidae",6
"Bathydraconidae",6
"Bauriidae",6
"BELANTESEIDAE",6
"Belidae",6
"Bellinuridae",6
"Beloceratidae",6
"BELONIDAE",6
"Biddulphiiaceae",6
"Bipedidae",6
"Bochianitidae",6
"BOLIVINITIDAE",6
"Bothrioplanidae",6
"Brachytrematidae",6
"Brotulidae",6
"Caeculidae",6
"Callipallenidae",6
"Carodniidae",6
"Carpocrinidae",6
"CELLIFORMIDAE",6
"Centroceratidae",6
"Cephalobaenidae",6
"Cepheidae",6
"Ceratoppiidae",6
"Ceratopteridaceae",6
"cf.Thelypteridaceae/Dryopteridaceae",6
"Chaetiliidae",6
"Chasmataspididae",6
"Chaudhuriidae",6
"Cheiridiidae",6
"CHEIRURIDAE",6
"Chirotheriidae",6
"Chlidonophoridae",6
"Chondracanthidae",6
"CHRYSALIDINIDAE",6
"CICONIIDAE",6
"Cimolomydidae",6
"Coelopidae",6
"Coenostromatidae",6
"Coleolidae",6
"Colpodecrinidae",6
"Comarocystitidae",6
"Coscinocyathidae",6
"Craspedostomatidae",6
"CRAVENOCERATIDAE",6
"Cyclocoeliidae",6
"Cylindrobullidae",6
"Cymaclymeniidae",6
"Cypridinidae",6
"CYRPIDIDAE",6
"CYRTIIDAE",6
"CYSTIPHYLLIDAE",6
"Dactylocrinidae",6
"Dameaidae",6
"Dasyleptidae",6
"DASYPROCTIDAE",6
"Davalliaceae",6
"Dechellyaceae",6
"Deinonychosauria",6
"Dendrasteridae?",6
"Dendrodorididae",6
"Dictyonellidae",6
"DIODONTIDAE",6
"Distichitidae",6
"Drepanaspidae",6
"Drepanosauridae",6
"Dromadidae",6
"Drymonematidae",6
"Drymusidae",6
"Dryomyzidae",6
"Dsungaripteridae",6
"ECHINASTERIDAE",6
"Elachistidae",6
"Elaeagnaceae",6
"ELASMOSAURIDAE",6
"ELOPIDAE",6
"ELYTHIDAE",6
"Enoplosidae",6
"EOSESTHERIIDAE",6
"EPISTOMARIIDAE",6
"Erieopteridae",6
"Etyiidae",6
"Ferrussaciidae",6
"Fissiphalliidae",6
"FISTULIPORIDAE",6
"Gastropoda Family incertae sedis",6
"Gastropteridae",6
"GAVIIDAE",6
"Gephyrostegidae",6
"Gignouxiidae",6
"GLOSSOGRAPTIDAE",6
"Gomphoceratidae",6
"Graciloceratidae",6
"Gyrodontidae",6
"Haynesinidae",6
"HEMICYSTITIDAE",6
"Hemipsocidae",6
"Hesperithyrididae",6
"Hesperonomiidae",6
"Heterothyonidae",6
"HEXACRINITIDAE",6
"HEXAGENITIDAE",6
"HINCKSINIDAE",6
"Hippopodiidae",6
"Holopodidae",6
